,State,County,TotalPopEst2015,TotalPopEst2016,TotalPopEst2017,TotalPopEst2018,TotalPopEst2019,AveragePop2015to2019
1807,NJ,Bergen,926391,928120,932420,932816,932202,930389.8
1808,NJ,Burlington,446832,445972,445610,444745,445349,445701.6
1809,NJ,Camden,507638,507002,506224,506353,506471,506737.6
1810,NJ,Cape May,94160,93655,93129,92446,92039,93085.8
1811,NJ,Cumberland,154712,153233,151423,150635,149527,151906.0
1812,NJ,Essex,790439,792689,796349,798570,798975,795404.4
1813,NJ,Gloucester,290943,290761,290961,291525,291636,291165.2
1814,NJ,Hudson,664492,668588,672826,671931,672391,670045.6
1815,NJ,Hunterdon,125452,124775,124712,124807,124371,124823.4
1816,NJ,Mercer,368124,367699,368168,368188,367430,367921.8
1817,NJ,Middlesex,825546,825457,827363,826172,825062,825920.0
1818,NJ,Monmouth,624079,622971,621990,620459,618795,621658.8
1819,NJ,Morris,494259,493801,493920,493070,491845,493379.0
1820,NJ,Ocean,587091,590897,595424,601478,607186,596415.2
1821,NJ,Passaic,504629,504147,504402,503183,501826,503637.4
1822,NJ,Salem,63732,63203,62883,62746,62385,62989.8
1823,NJ,Somerset,329626,329875,330573,330181,328934,329837.8
1824,NJ,Sussex,143004,141925,141197,140801,140488,141483.0
1825,NJ,Union,549905,552781,554738,556402,556341,554033.4
1826,NJ,Warren,106742,106059,105715,105528,105267,105862.2
1827,NM,New Mexico,2089291,2091630,2091784,2092741,2096829,2092455.0
1828,NM,Bernalillo,676248,677683,678203,678034,679121,677857.8
1829,NM,Catron,3476,3518,3553,3554,3527,3525.6
1830,NM,Chaves,65825,65646,65080,64554,64615,65144.0
1831,NM,Cibola,27044,27049,26921,26766,26675,26891.0
1832,NM,Colfax,12429,12250,12151,12071,11941,12168.4
1833,NM,Curry,50290,50283,49794,49338,48954,49731.8
1834,NM,De Baca,1873,1835,1805,1779,1748,1808.0
1835,NM,Doña Ana,214034,214663,216174,217278,218195,216068.8
1836,NM,Eddy,57715,57650,57108,57729,58460,57732.4
1837,NM,Grant,28364,28040,27642,27303,26998,27669.4
1838,NM,Guadalupe,4350,4369,4410,4334,4300,4352.6
1839,NM,Harding,719,687,684,650,625,673.0
1840,NM,Hidalgo,4436,4324,4298,4231,4198,4297.4
1841,NM,Lea,71476,70249,69046,69543,71070,70276.8
1842,NM,Lincoln,19352,19397,19468,19518,19572,19461.4
1843,NM,Los Alamos,17817,18209,18742,18988,19369,18625.0
1844,NM,Luna,24367,24362,24100,23877,23709,24083.0
1845,NM,McKinley,73462,73028,72423,71911,71367,72438.2
1846,NM,Mora,4609,4533,4530,4487,4521,4536.0
1847,NM,Otero,64768,65647,66121,66659,67490,66137.0
1848,NM,Quay,8445,8390,8299,8242,8253,8325.8
1849,NM,Rio Arriba,39370,39245,39235,39023,38921,39158.8
1850,NM,Roosevelt,19137,19145,18900,18759,18500,18888.2
1851,NM,Sandoval,138521,140464,142689,145096,146748,142703.6
1852,NM,San Juan,128246,127954,126917,125499,123958,126514.8
1853,NM,San Miguel,28215,28005,27715,27480,27277,27738.4
1854,NM,Santa Fe,148098,148758,149491,149761,150358,149293.2
1855,NM,Sierra,11236,11117,11064,10949,10791,11031.4
1856,NM,Socorro,17152,16964,16832,16704,16637,16857.8
1857,NM,Taos,32797,32922,32790,32699,32723,32786.2
1858,NM,Torrance,15596,15491,15535,15512,15461,15519.0
1859,NM,Union,4163,4154,4180,4108,4059,4132.8
1860,NM,Valencia,75661,75599,75884,76305,76688,76027.4
1861,NY,New York,19654666,19633428,19589572,19530351,19453561,19572315.6
1862,NY,Albany,307433,307597,307717,306585,305506,306967.6
1863,NY,Allegany,47334,47044,46639,46332,46091,46688.0
1864,NY,Bronx,1440005,1444417,1440625,1432087,1418207,1435068.2
1865,NY,Broome,195928,194498,193100,191925,190488,193187.8
1866,NY,Cattaraugus,77926,77658,77176,76726,76117,77120.6
1867,NY,Cayuga,78298,77674,77457,77121,76576,77425.2
1868,NY,Chautauqua,130529,129206,128372,127472,126903,128496.4
1869,NY,Chemung,86705,85644,84736,83935,83456,84895.2
1870,NY,Chenango,48772,48315,47805,47445,47207,47908.8
1871,NY,Clinton,80718,80500,80531,80679,80485,80582.6
1872,NY,Columbia,61434,60835,60338,59785,59461,60370.6
1873,NY,Cortland,48290,47915,47815,47722,47581,47864.6
1874,NY,Delaware,45891,45393,45028,44526,44135,44994.6
1875,NY,Dutchess,294039,293029,293545,293939,294218,293754.0
1876,NY,Erie,920644,918678,919034,919717,918702,919355.0
1877,NY,Essex,37965,37671,37487,37288,36885,37459.2
1878,NY,Franklin,50540,51081,50465,50279,50022,50477.4
1879,NY,Fulton,53801,53610,53802,53633,53383,53645.8
1880,NY,Genesee,58462,58013,57798,57487,57280,57808.0
1881,NY,Greene,47616,47494,47442,47381,47188,47424.2
1882,NY,Hamilton,4699,4556,4471,4432,4416,4514.8
1883,NY,Herkimer,62652,62436,62163,61713,61319,62056.6
1884,NY,Jefferson,116371,112980,113157,111866,109834,112841.6
1885,NY,Kings,2608794,2608423,2594676,2578074,2559903,2589974.0
1886,NY,Lewis,26827,26647,26605,26486,26296,26572.2
1887,NY,Livingston,64344,64000,63483,63213,62914,63590.8
1888,NY,Madison,71636,71387,70942,71117,70941,71204.6
1889,NY,Monroe,745577,743770,742724,742864,741770,743341.0
1890,NY,Montgomery,49564,49169,49163,49394,49221,49302.2
1891,NY,Nassau,1354840,1355952,1357293,1357534,1356924,1356508.6
1892,NY,New York,1636063,1635443,1630698,1629055,1628706,1631993.0
1893,NY,Niagara,212358,211554,210848,210060,209281,210820.2
1894,NY,Oneida,231264,230375,230011,229474,228671,229959.0
1895,NY,Onondaga,466277,464109,461795,461649,460528,462871.6
1896,NY,Ontario,109271,109229,109538,109738,109777,109510.6
1897,NY,Orange,375803,377799,379758,382126,384940,380085.2
1898,NY,Orleans,41481,41247,40786,40655,40352,40904.2
1899,NY,Oswego,119735,118895,118427,117515,117124,118339.2
1900,NY,Otsego,60504,60132,59920,59810,59493,59971.8
1901,NY,Putnam,99185,98761,98856,98814,98320,98787.2
1902,NY,Queens,2305838,2306830,2295808,2274605,2253858,2287387.8
1903,NY,Rensselaer,159436,159294,159200,159283,158714,159185.4
1904,NY,Richmond,472349,474040,475671,476260,476143,474892.6
1905,NY,Rockland,322919,323258,324622,325522,325789,324422.0
1906,NY,St. Lawrence,110348,109449,108699,108327,107740,108912.6
1907,NY,Saratoga,226078,227122,229276,230170,229863,228501.8
1908,NY,Schenectady,154733,154475,154710,155079,155299,154859.2
1909,NY,Schoharie,31405,31304,31255,31146,30999,31221.8
1910,NY,Schuyler,18027,17967,17913,17884,17807,17919.6
1911,NY,Seneca,34801,34710,34246,34179,34016,34390.4
1912,NY,Steuben,97551,96958,96360,95860,95379,96421.6
1913,NY,Suffolk,1491967,1486406,1483358,1480830,1476601,1483832.4
1914,NY,Sullivan,74832,74922,74994,75399,75432,75115.8
1915,NY,Tioga,49355,48824,48609,48441,48203,48686.4
1916,NY,Tompkins,103006,102942,102664,102419,102180,102642.2
1917,NY,Ulster,179658,179042,178635,178418,177573,178665.2
1918,NY,Warren,64420,64438,64365,64215,63944,64276.4
1919,NY,Washington,62246,61795,61559,61274,61204,61615.6
1920,NY,Wayne,91291,90758,90429,90200,89918,90519.2
1921,NY,Westchester,968773,970267,969689,968213,967506,968889.6
1922,NY,Wyoming,40930,40432,40282,40023,39859,40305.2
1923,NY,Yates,25128,25059,25002,24951,24913,25010.6
1924,NC,North Carolina,10031646,10154788,10268233,10381615,10488084,10264873.2
1925,NC,Alamance,157037,160283,163276,166514,169509,163323.8
1926,NC,Alexander,36960,37133,37143,37331,37497,37212.8
1927,NC,Alleghany,10856,10919,10988,11138,11137,11007.6
1928,NC,Anson,25602,25165,24829,24470,24446,24902.4
1929,NC,Ashe,26628,26600,26787,27099,27203,26863.4
1930,NC,Avery,17486,17442,17517,17528,17557,17506.0
1931,NC,Beaufort,47389,47369,47033,47056,46994,47168.2
1932,NC,Bertie,20162,19423,19263,19106,18947,19380.2
1933,NC,Bladen,34083,33638,33443,33151,32722,33407.4
1934,NC,Brunswick,122211,126304,130859,136880,142820,131814.8
1935,NC,Buncombe,251954,254955,257071,259259,261191,256886.0
1936,NC,Burke,89341,89451,90157,90405,90485,89967.8
1937,NC,Cabarrus,196396,201639,206988,211597,216453,206614.6
1938,NC,Caldwell,81518,81766,81933,82026,82178,81884.2
1939,NC,Camden,10282,10397,10532,10676,10867,10550.8
1940,NC,Carteret,68712,68808,68921,69438,69473,69070.4
1941,NC,Caswell,22813,22755,22616,22634,22604,22684.4
1942,NC,Catawba,155527,156448,157852,158687,159551,157613.0
1943,NC,Chatham,68263,69642,71189,73127,74470,71338.2
1944,NC,Cherokee,27102,27809,27954,28369,28612,27969.2
1945,NC,Chowan,14248,14201,14029,14065,13943,14097.2
1946,NC,Clay,10623,10749,11004,11124,11231,10946.2
1947,NC,Cleveland,96850,96960,97134,97519,97947,97282.0
1948,NC,Columbus,56675,56292,56047,55819,55508,56068.2
1949,NC,Craven,102853,102632,102492,102338,102139,102490.8
1950,NC,Cumberland,331203,333167,330994,333430,335509,332860.6
1951,NC,Currituck,25106,25640,26290,27016,27763,26363.0
1952,NC,Dare,35468,35829,36199,36607,37009,36222.4
1953,NC,Davidson,163486,164270,165180,166358,167609,165380.6
1954,NC,Davie,41648,41921,42308,42563,42846,42257.2
1955,NC,Duplin,58883,59275,58943,58991,58741,58966.6
1956,NC,Durham,300793,307826,312153,316979,321488,311847.8
1957,NC,Edgecombe,53743,53283,52756,51984,51472,52647.6
1958,NC,Forsyth,367365,371260,375840,379216,382295,375195.2
1959,NC,Franklin,63668,64676,66155,67625,69685,66361.8
1960,NC,Gaston,212919,216622,219656,222630,224529,219271.2
1961,NC,Gates,11531,11569,11514,11563,11562,11547.8
1962,NC,Graham,8588,8531,8524,8461,8441,8509.0
1963,NC,Granville,58162,58684,59372,59979,60443,59328.0
1964,NC,Greene,20950,21078,20963,21106,21069,21033.2
1965,NC,Guilford,517053,524265,528243,532607,537174,527868.4
1966,NC,Halifax,52182,51815,51311,50634,50010,51190.4
1967,NC,Harnett,128034,130674,132395,134336,135976,132283.0
1968,NC,Haywood,59646,60405,61005,61890,62317,61052.6
1969,NC,Henderson,111847,113583,115216,116500,117417,114912.6
1970,NC,Hertford,24373,24209,23923,23878,23677,24012.0
1971,NC,Hoke,52739,52981,54138,54695,55234,53957.4
1972,NC,Hyde,5426,5434,5240,5026,4937,5212.6
1973,NC,Iredell,169453,172466,175634,178332,181806,175538.2
1974,NC,Jackson,41305,42622,43224,43600,43938,42937.8
1975,NC,Johnston,185104,190843,196374,202692,209339,196870.4
1976,NC,Jones,9777,9588,9573,9613,9419,9594.0
1977,NC,Lee,59371,59646,60403,61208,61779,60481.4
1978,NC,Lenoir,57981,57240,56622,55990,55949,56756.4
1979,NC,Lincoln,80607,81229,82557,84092,86111,82919.2
1980,NC,McDowell,44967,44866,45083,45465,45756,45227.4
1981,NC,Macon,34090,34262,34581,35274,35858,34813.0
1982,NC,Madison,21146,21367,21563,21665,21755,21499.2
1983,NC,Martin,23262,23122,22763,22660,22440,22849.4
1984,NC,Mecklenburg,1033238,1056901,1078128,1093750,1110356,1074474.6
1985,NC,Mitchell,15071,14996,14992,14996,14964,15003.8
1986,NC,Montgomery,27438,27301,27269,27077,27173,27251.6
1987,NC,Moore,94013,95405,97368,98805,100880,97294.2
1988,NC,Nash,93786,93953,94019,94094,94298,94030.0
1989,NC,New Hanover,219422,224809,228728,232256,234473,227937.6
1990,NC,Northampton,20533,20127,19890,19698,19483,19946.2
1991,NC,Onslow,193114,192314,195066,196915,197938,195069.4
1992,NC,Orange,141298,142800,143626,147980,148476,144836.0
1993,NC,Pamlico,12741,12765,12638,12633,12726,12700.6
1994,NC,Pasquotank,39384,39392,39386,39583,39824,39513.8
1995,NC,Pender,57426,58771,60719,62017,63060,60398.6
1996,NC,Perquimans,13463,13402,13439,13381,13463,13429.6
1997,NC,Person,39190,39270,39338,39436,39490,39344.8
1998,NC,Pitt,176071,177171,178607,179575,180742,178433.2
1999,NC,Polk,20414,20414,20564,20668,20724,20556.8
2000,NC,Randolph,142575,143062,143037,143249,143667,143118.0
2001,NC,Richmond,45429,45012,44827,44888,44829,44997.0
2002,NC,Robeson,134460,133383,132626,131884,130625,132595.6
2003,NC,Rockingham,91657,91308,90791,90617,91010,91076.6
2004,NC,Rowan,138497,139410,140356,141128,142088,140295.8
2005,NC,Rutherford,66375,66286,66529,66775,67029,66598.8
2006,NC,Sampson,63559,63225,63263,63345,63531,63384.6
2007,NC,Scotland,35321,35309,35174,34751,34823,35075.6
2008,NC,Stanly,60622,60826,61505,62180,62806,61587.8
2009,NC,Stokes,46159,45920,45724,45511,45591,45781.0
2010,NC,Surry,71998,72008,72107,71959,71783,71971.0
2011,NC,Swain,14326,14190,14263,14249,14271,14259.8
2012,NC,Transylvania,33157,33393,33767,34173,34385,33775.0
2013,NC,Tyrrell,4139,4024,4180,4115,4016,4094.8
2014,NC,Union,221949,226279,231350,235830,239859,231053.4
2015,NC,Vance,44459,44485,44281,44635,44535,44479.0
2016,NC,Wake,1022319,1048335,1071706,1091273,1111761,1069078.8
2017,NC,Warren,20207,19884,19849,19819,19731,19898.0
2018,NC,Washington,12247,12070,11944,11769,11580,11922.0
2019,NC,Watauga,53093,54140,55181,56034,56177,54925.0
2020,NC,Wayne,124342,124269,123034,123237,123131,123602.6
2021,NC,Wilkes,68298,68581,68489,68563,68412,68468.6
2022,NC,Wilson,81240,81307,81436,81392,81801,81435.2
2023,NC,Yadkin,37619,37653,37588,37481,37667,37601.6
2024,NC,Yancey,17550,17610,17697,17873,18069,17759.8
2025,ND,North Dakota,754066,754434,754942,758080,762062,756716.8
2026,ND,Adams,2397,2344,2324,2276,2216,2311.4
2027,ND,Barnes,11008,10899,10679,10527,10415,10705.6
2028,ND,Benson,6820,6840,6916,6958,6832,6873.2
2029,ND,Billings,948,948,922,918,928,932.8
2030,ND,Bottineau,6734,6573,6522,6398,6282,6501.8
2031,ND,Bowman,3277,3222,3150,3067,3024,3148.0
2032,ND,Burke,2344,2227,2128,2094,2115,2181.6
2033,ND,Burleigh,93211,94606,95247,95276,95626,94793.2
2034,ND,Cass,170722,174189,177745,180294,181923,176974.6
2035,ND,Cavalier,3827,3824,3793,3811,3762,3803.4
2036,ND,Dickey,5054,4987,4848,4931,4872,4938.4
2037,ND,Divide,2459,2391,2295,2264,2264,2334.6
2038,ND,Dunn,4578,4372,4274,4328,4424,4395.2
2039,ND,Eddy,2305,2288,2315,2309,2287,2300.8
2040,ND,Emmons,3397,3338,3298,3278,3241,3310.4
2041,ND,Foster,3325,3309,3249,3207,3210,3260.0
2042,ND,Golden Valley,1879,1857,1779,1763,1761,1807.8
2043,ND,Grand Forks,70352,70473,70489,70355,69451,70224.0
2044,ND,Grant,2396,2379,2363,2354,2274,2353.2
2045,ND,Griggs,2288,2258,2244,2228,2231,2249.8
2046,ND,Hettinger,2657,2597,2479,2503,2499,2547.0
2047,ND,Kidder,2449,2475,2471,2453,2480,2465.6
2048,ND,LaMoure,4136,4113,4101,4075,4046,4094.2
2049,ND,Logan,1927,1930,1919,1887,1850,1902.6
2050,ND,McHenry,5975,5970,5890,5808,5745,5877.6
2051,ND,McIntosh,2717,2599,2608,2566,2497,2597.4
2052,ND,McKenzie,12794,12572,12688,13594,15024,13334.4
2053,ND,McLean,9664,9643,9636,9529,9450,9584.4
2054,ND,Mercer,8786,8616,8457,8266,8187,8462.4
2055,ND,Morton,30249,30732,30938,31058,31364,30868.2
2056,ND,Mountrail,10311,10234,10276,10239,10545,10321.0
2057,ND,Nelson,2914,2889,2902,2885,2879,2893.8
2058,ND,Oliver,1865,1895,1930,1945,1959,1918.8
2059,ND,Pembina,7031,7046,6962,6895,6801,6947.0
2060,ND,Pierce,4273,4216,4096,4070,3975,4126.0
2061,ND,Ramsey,11664,11557,11596,11580,11519,11583.2
2062,ND,Ransom,5451,5375,5303,5224,5218,5314.2
2063,ND,Renville,2551,2517,2455,2358,2327,2441.6
2064,ND,Richland,16286,16289,16287,16229,16177,16253.6
2065,ND,Rolette,14698,14716,14614,14349,14176,14510.6
2066,ND,Sargent,3866,3883,3862,3851,3898,3872.0
2067,ND,Sheridan,1311,1342,1351,1342,1315,1332.2
2068,ND,Sioux,4377,4457,4425,4377,4230,4373.2
2069,ND,Slope,781,781,767,761,750,768.0
2070,ND,Stark,31861,30869,30291,30893,31489,31080.6
2071,ND,Steele,1915,1912,1906,1892,1890,1903.0
2072,ND,Stutsman,21047,21068,21132,20875,20704,20965.2
2073,ND,Towner,2251,2249,2244,2185,2189,2223.6
2074,ND,Traill,7987,8001,7998,8020,8036,8008.4
2075,ND,Walsh,10852,10816,10801,10645,10641,10751.0
2076,ND,Ward,70703,69489,68516,67713,67641,68812.4
2077,ND,Wells,4095,4049,3994,3908,3834,3976.0
2078,ND,Williams,35301,34213,33467,35469,37589,35207.8
2079,OH,Ohio,11617527,11634370,11659650,11676341,11689100,11655397.6
2080,OH,Adams,27926,27807,27753,27694,27698,27775.6
2081,OH,Allen,104095,103613,103093,102725,102351,103175.4
2082,OH,Ashland,53310,53520,53662,53706,53484,53536.4
2083,OH,Ashtabula,98404,98171,97748,97587,97241,97830.2
2084,OH,Athens,65886,66352,66503,65519,65327,65917.4
2085,OH,Auglaize,45734,45766,45753,45736,45656,45729.0
2086,OH,Belmont,68973,68606,68002,67533,67006,68024.0
2087,OH,Brown,43697,43638,43523,43570,43432,43572.0
2088,OH,Butler,375998,378354,380607,382000,383134,380018.6
2089,OH,Carroll,27718,27621,27324,27082,26914,27331.8
2090,OH,Champaign,38963,38741,38851,38785,38885,38845.0
2091,OH,Clark,135746,134723,134549,134528,134083,134725.8
2092,OH,Clermont,201995,203165,204260,205526,206428,204274.8
2093,OH,Clinton,41839,41887,42004,42085,41968,41956.6
2094,OH,Columbiana,104714,103817,103062,102473,101883,103189.8
2095,OH,Coshocton,36577,36617,36536,36596,36600,36585.2
2096,OH,Crawford,42324,42095,41710,41484,41494,41821.4
2097,OH,Cuyahoga,1258739,1254144,1247581,1241718,1235072,1247450.8
2098,OH,Darke,51981,51624,51549,51299,51113,51513.2
2099,OH,Defiance,38326,38140,38156,38089,38087,38159.6
2100,OH,Delaware,193391,197144,200870,205091,209177,201134.6
2101,OH,Erie,75360,74999,74760,74513,74266,74779.6
2102,OH,Fairfield,151254,152789,154686,155982,157574,154457.0
2103,OH,Fayette,28611,28670,28639,28653,28525,28619.6
2104,OH,Franklin,1257386,1274450,1295510,1307698,1316756,1290360.0
2105,OH,Fulton,42301,42306,42265,42267,42126,42253.0
2106,OH,Gallia,30249,30186,30162,29945,29898,30088.0
2107,OH,Geauga,93894,93845,93881,93945,93649,93842.8
2108,OH,Greene,164272,165290,166566,167446,168937,166502.2
2109,OH,Guernsey,39392,39211,39066,39011,38875,39111.0
2110,OH,Hamilton,809527,811332,814170,815445,817473,813589.4
2111,OH,Hancock,75678,75831,75973,75920,75783,75837.0
2112,OH,Hardin,31616,31398,31329,31418,31365,31425.2
2113,OH,Harrison,15395,15252,15202,15167,15040,15211.2
2114,OH,Henry,27481,27282,27179,27091,27006,27207.8
2115,OH,Highland,42960,43006,42903,43052,43161,43016.4
2116,OH,Hocking,28500,28393,28436,28357,28264,28390.0
2117,OH,Holmes,43882,43847,43895,43919,43960,43900.6
2118,OH,Huron,58307,58367,58393,58364,58266,58339.4
2119,OH,Jackson,32559,32528,32386,32366,32413,32450.4
2120,OH,Jefferson,67495,66944,66318,65774,65325,66371.2
2121,OH,Knox,61001,60909,61271,61900,62322,61480.6
2122,OH,Lake,229836,229525,230159,230102,230149,229954.2
2123,OH,Lawrence,60923,60691,60075,59767,59463,60183.8
2124,OH,Licking,170611,171993,173617,175666,176862,173749.8
2125,OH,Logan,45250,45128,45198,45332,45672,45316.0
2126,OH,Lorain,305417,306607,307441,309052,309833,307670.0
2127,OH,Lucas,433633,432879,431039,429612,428348,431102.2
2128,OH,Madison,44139,43377,44041,44389,44731,44135.4
2129,OH,Mahoning,231846,230269,229791,229216,228683,229961.0
2130,OH,Marion,65431,65467,65076,65427,65093,65298.8
2131,OH,Medina,176126,176876,178176,178978,179746,177980.4
2132,OH,Meigs,23180,23166,23071,23064,22907,23077.6
2133,OH,Mercer,40723,40715,40858,40952,41172,40884.0
2134,OH,Miami,104075,104553,105200,106042,106987,105371.4
2135,OH,Monroe,14253,14083,13931,13787,13654,13941.6
2136,OH,Montgomery,531777,531818,531467,531600,531687,531669.8
2137,OH,Morgan,14735,14733,14644,14581,14508,14640.2
2138,OH,Morrow,34943,34922,34911,35113,35328,35043.4
2139,OH,Muskingum,86194,85993,86123,86131,86215,86131.2
2140,OH,Noble,14467,14441,14400,14347,14424,14415.8
2141,OH,Ottawa,40754,40488,40623,40769,40525,40631.8
2142,OH,Paulding,18959,18839,18831,18742,18672,18808.6
2143,OH,Perry,35967,35998,35972,36039,36134,36022.0
2144,OH,Pickaway,56989,57545,57740,58077,58457,57761.6
2145,OH,Pike,28117,28093,28088,27932,27772,28000.4
2146,OH,Portage,162594,162521,162473,162502,162466,162511.2
2147,OH,Preble,41297,41157,41116,41011,40882,41092.6
2148,OH,Putnam,34026,34007,33860,33802,33861,33911.2
2149,OH,Richland,121688,121242,120430,120987,121154,121100.2
2150,OH,Ross,77049,76848,77295,76884,76666,76948.4
2151,OH,Sandusky,59475,59317,59093,58740,58518,59028.6
2152,OH,Scioto,76992,76436,75976,75480,75314,76039.6
2153,OH,Seneca,55650,55467,55267,55194,55178,55351.2
2154,OH,Shelby,49030,48765,48738,48622,48590,48749.0
2155,OH,Stark,374715,373447,372003,371248,370606,372403.8
2156,OH,Summit,541788,541003,541514,541353,541013,541334.2
2157,OH,Trumbull,203328,201715,200281,198539,197974,200367.4
2158,OH,Tuscarawas,92739,92560,92308,92079,91987,92334.6
2159,OH,Union,54388,55581,56798,57782,58988,56707.4
2160,OH,Van Wert,28319,28177,28283,28253,28275,28261.4
2161,OH,Vinton,13082,13022,13082,13145,13085,13083.2
2162,OH,Warren,223864,226539,228709,231945,234602,229131.8
2163,OH,Washington,61020,60598,60491,60111,59911,60426.2
2164,OH,Wayne,116214,116613,116168,115790,115710,116099.0
2165,OH,Williams,37007,36937,36707,36739,36692,36816.4
2166,OH,Wood,129285,129768,130437,130441,130817,130149.6
2167,OH,Wyandot,22176,22071,22063,21918,21772,22000.0
2168,OK,Oklahoma,3909500,3926331,3931316,3940235,3956971,3932870.6
2169,OK,Adair,22259,22305,22119,22224,22194,22220.2
2170,OK,Alfalfa,5917,5936,5913,5765,5702,5846.6
2171,OK,Atoka,13889,13894,13779,13795,13758,13823.0
2172,OK,Beaver,5455,5435,5364,5318,5311,5376.6
2173,OK,Beckham,23554,22427,21779,21720,21859,22267.8
2174,OK,Blaine,9762,9625,9512,9454,9429,9556.4
2175,OK,Bryan,45021,45599,46481,47191,47995,46457.4
2176,OK,Caddo,29433,29630,29356,29028,28762,29241.8
2177,OK,Canadian,133158,136386,140001,144426,148306,140455.4
2178,OK,Carter,48568,48431,48273,48213,48111,48319.2
2179,OK,Cherokee,48376,48791,48891,48607,48657,48664.4
2180,OK,Choctaw,14984,14877,14804,14698,14672,14807.0
2181,OK,Cimarron,2225,2189,2152,2165,2137,2173.6
2182,OK,Cleveland,273841,277809,279542,281166,284014,279274.4
2183,OK,Coal,5608,5652,5630,5520,5495,5581.0
2184,OK,Comanche,124005,121743,121786,120528,120749,121762.2
2185,OK,Cotton,6006,5933,5863,5820,5666,5857.6
2186,OK,Craig,14709,14465,14332,14300,14142,14389.6
2187,OK,Creek,70801,71191,71890,71730,71522,71426.8
2188,OK,Custer,29565,29222,28974,28995,29003,29151.8
2189,OK,Delaware,41704,41965,42672,42814,43009,42432.8
2190,OK,Dewey,4984,4905,4899,4931,4891,4922.0
2191,OK,Ellis,4223,4085,3970,3939,3859,4015.2
2192,OK,Garfield,63248,62493,61600,61095,61056,61898.4
2193,OK,Garvin,27920,27940,27857,27746,27711,27834.8
2194,OK,Grady,54559,54683,54829,55448,55834,55070.6
2195,OK,Grant,4500,4454,4379,4321,4333,4397.4
2196,OK,Greer,6031,5954,5793,5814,5712,5860.8
2197,OK,Harmon,2782,2712,2710,2691,2653,2709.6
2198,OK,Harper,3826,3776,3784,3727,3688,3760.2
2199,OK,Haskell,12750,12695,12726,12636,12627,12686.8
2200,OK,Hughes,13592,13417,13265,13305,13279,13371.6
2201,OK,Jackson,25459,25440,25112,24775,24530,25063.2
2202,OK,Jefferson,6266,6250,6164,6106,6002,6157.6
2203,OK,Johnston,10967,11126,11121,11020,11085,11063.8
2204,OK,Kay,45226,44901,44403,43944,43538,44402.4
2205,OK,Kingfisher,15588,15613,15688,15814,15765,15693.6
2206,OK,Kiowa,9116,9025,8849,8732,8708,8886.0
2207,OK,Latimer,10624,10550,10318,10175,10073,10348.0
2208,OK,Le Flore,50018,50144,50020,50093,49853,50025.6
2209,OK,Lincoln,34928,34872,34961,34837,34877,34895.0
2210,OK,Logan,45346,46027,46785,47248,48011,46683.4
2211,OK,Love,9815,10016,10076,10156,10253,10063.2
2212,OK,McClain,37973,38597,39306,39887,40474,39247.4
2213,OK,McCurtain,33173,33078,33031,32967,32832,33016.2
2214,OK,McIntosh,19817,19766,19701,19745,19596,19725.0
2215,OK,Major,7771,7751,7684,7627,7629,7692.4
2216,OK,Marshall,16266,16237,16364,16727,16931,16505.0
2217,OK,Mayes,40889,41035,40988,41210,41100,41044.4
2218,OK,Murray,13860,13909,13918,13968,14073,13945.6
2219,OK,Muskogee,69319,69012,69027,68324,67997,68735.8
2220,OK,Noble,11550,11410,11303,11279,11131,11334.6
2221,OK,Nowata,10519,10415,10322,10278,10076,10322.0
2222,OK,Okfuskee,12107,12079,12076,12081,11993,12067.2
2223,OK,Oklahoma,777373,784611,786068,790593,797434,787215.8
2224,OK,Okmulgee,39065,39075,38819,38321,38465,38749.0
2225,OK,Osage,47338,47364,47346,47121,46963,47226.4
2226,OK,Ottawa,31862,31592,31368,31319,31127,31453.6
2227,OK,Pawnee,16439,16471,16419,16356,16376,16412.2
2228,OK,Payne,81363,81850,81908,82172,81784,81815.4
2229,OK,Pittsburg,44716,44335,44154,43870,43654,44145.8
2230,OK,Pontotoc,38336,38512,38371,38272,38284,38355.0
2231,OK,Pottawatomie,71479,72001,72185,72513,72592,72154.0
2232,OK,Pushmataha,11162,11070,11118,11192,11096,11127.6
2233,OK,Roger Mills,3773,3671,3661,3646,3583,3666.8
2234,OK,Rogers,90080,90992,91435,91801,92459,91353.4
2235,OK,Seminole,25399,25137,24845,24520,24258,24831.8
2236,OK,Sequoyah,41782,41867,41742,41585,41569,41709.0
2237,OK,Stephens,44576,43998,43340,43179,43143,43647.2
2238,OK,Texas,21446,21183,20924,20491,19983,20805.4
2239,OK,Tillman,7567,7525,7399,7323,7250,7412.8
2240,OK,Tulsa,640470,645951,646437,647683,651552,646418.6
2241,OK,Wagoner,76733,77662,78984,80123,81289,78958.2
2242,OK,Washington,52091,52027,51996,51791,51527,51886.4
2243,OK,Washita,11687,11433,11055,11036,10916,11225.4
2244,OK,Woods,9303,9157,9069,8893,8793,9043.0
2245,OK,Woodward,21608,20975,20531,20312,20211,20727.4
2246,OR,Oregon,4015792,4089976,4143625,4181886,4217737,4129803.2
2247,OR,Baker,15882,15971,16083,16034,16124,16018.8
2248,OR,Benton,88333,89918,91790,92442,93053,91107.2
2249,OR,Clackamas,399647,406625,412442,415416,418187,410463.4
2250,OR,Clatsop,37797,38678,39101,39711,40224,39102.2
2251,OR,Columbia,49646,50905,51724,52245,52354,51374.8
