,State,County,TotalPopEst2015,TotalPopEst2016,TotalPopEst2017,TotalPopEst2018,TotalPopEst2019,AveragePop2015to2019
3145,WI,Pierce,41069,41456,42016,42592,42754,41977.4
3146,WI,Polk,43218,43224,43397,43568,43783,43438.0
3147,WI,Portage,70520,70451,70565,70850,70772,70631.6
3148,WI,Price,13578,13413,13380,13357,13351,13415.8
3149,WI,Racine,194672,194846,195825,196357,196311,195602.2
3150,WI,Richland,17574,17556,17517,17397,17252,17459.2
3151,WI,Rock,161006,161320,162205,162874,163354,162151.8
3152,WI,Rusk,14124,14101,14148,14110,14178,14132.2
3153,WI,St. Croix,87129,87598,88560,89688,90687,88732.4
3154,WI,Sauk,63271,63614,63967,64318,64442,63922.4
3155,WI,Sawyer,16288,16320,16367,16464,16558,16399.4
3156,WI,Shawano,41051,40952,40846,40771,40899,40903.8
3157,WI,Sheboygan,115196,115030,115089,115233,115340,115177.6
3158,WI,Taylor,20314,20290,20314,20364,20343,20325.0
3159,WI,Trempealeau,29441,29540,29372,29494,29649,29499.2
3160,WI,Vernon,30317,30553,30702,30772,30822,30633.2
3161,WI,Vilas,21447,21500,21684,21928,22195,21750.8
3162,WI,Walworth,102475,102627,102850,103550,103868,103074.0
3163,WI,Washburn,15522,15621,15739,15837,15720,15687.8
3164,WI,Washington,133906,134310,134930,135445,136034,134925.0
3165,WI,Waukesha,396237,398521,400899,402522,404198,400475.4
3166,WI,Waupaca,51680,51306,51118,51130,50990,51244.8
3167,WI,Waushara,23959,24103,24193,24267,24443,24193.0
3168,WI,Winnebago,169246,169629,170394,170878,171907,170410.8
3169,WI,Wood,73350,73219,73038,72954,72999,73112.0
3170,WY,Wyoming,585613,584215,578931,577601,578759,581023.8
3171,WY,Albany,37960,37923,38459,38728,38880,38390.0
3172,WY,Big Horn,11945,11941,11859,11877,11790,11882.4
3173,WY,Campbell,49258,48745,46402,46299,46341,47409.0
3174,WY,Carbon,15613,15689,15252,14879,14800,15246.6
3175,WY,Converse,14297,14094,13733,13658,13822,13920.8
3176,WY,Crook,7435,7499,7397,7445,7584,7472.0
3177,WY,Fremont,40219,40200,39818,39561,39261,39811.8
3178,WY,Goshen,13542,13306,13361,13292,13211,13342.4
3179,WY,Hot Springs,4716,4654,4686,4568,4413,4607.4
3180,WY,Johnson,8611,8484,8447,8446,8445,8486.6
3181,WY,Laramie,96969,97887,98377,98865,99500,98319.6
3182,WY,Lincoln,18747,19072,19278,19445,19830,19274.4
3183,WY,Natrona,82137,80909,79586,79175,79858,80333.0
3184,WY,Niobrara,2496,2468,2392,2400,2356,2422.4
3185,WY,Park,28928,29213,29194,29210,29194,29147.8
3186,WY,Platte,8798,8662,8541,8516,8393,8582.0
3187,WY,Sheridan,29883,29964,30147,30219,30485,30139.6
3188,WY,Sublette,10044,9982,9745,9798,9831,9880.0
3189,WY,Sweetwater,44719,44222,43464,42858,42343,43521.2
3190,WY,Teton,23047,23234,23384,23269,23464,23279.6
3191,WY,Uinta,20763,20682,20431,20292,20226,20478.8
3192,WY,Washakie,8278,8165,8010,7877,7805,8027.0
3193,WY,Weston,7208,7220,6968,6924,6927,7049.4
3194,PR,Adjuntas,18565,18304,17934,17289,17363,17891.0
3195,PR,Aguada,39541,38896,38019,36621,36694,37954.2
3196,PR,Aguadilla,55825,54425,52926,50574,50265,52803.0
3197,PR,Aguas Buenas,26914,26401,25814,24796,24814,25747.8
3198,PR,Aibonito,24049,23600,23060,22124,22108,22988.2
3199,PR,Añasco,27942,27554,26977,26037,26161,26934.2
3200,PR,Arecibo,89641,87821,85423,82099,81966,85390.0
3201,PR,Arroyo,18538,18236,17833,17178,17238,17804.6
3202,PR,Barceloneta,24609,24445,24157,23456,23727,24078.8
3203,PR,Barranquitas,29309,28954,28476,27499,27725,28392.6
3204,PR,Bayamón,188801,183993,178529,170366,169269,178191.6
3205,PR,Cabo Rojo,49788,49366,48628,47136,47515,48486.6
3206,PR,Caguas,134376,132120,129241,124344,124606,128937.4
3207,PR,Camuy,32988,32371,31670,30456,30504,31597.8
3208,PR,Canóvanas,46903,46395,45699,44271,44674,45588.4
3209,PR,Carolina,161885,158339,154143,147542,146984,153778.6
3210,PR,Cataño,25628,25047,24322,23239,23121,24271.4
3211,PR,Cayey,45472,44818,43901,42326,42409,43785.2
3212,PR,Ceiba,12228,11908,11536,10997,10904,11514.6
3213,PR,Ciales,17332,16997,16561,15869,15808,16513.4
3214,PR,Cidra,41210,40585,39713,38219,38307,39606.8
3215,PR,Coamo,39889,39489,38968,37849,38336,38906.2
3216,PR,Comerío,19965,19654,19283,18572,18648,19224.4
3217,PR,Corozal,34986,34375,33589,32259,32293,33500.4
3218,PR,Culebra,1808,1795,1772,1715,1714,1760.8
3219,PR,Dorado,37791,37441,36882,35761,36141,36803.2
3220,PR,Fajardo,33069,32181,31165,29687,29454,31111.2
3221,PR,Florida,12162,11978,11734,11293,11317,11696.8
3222,PR,Guánica,17359,16858,16336,15530,15383,16293.2
3223,PR,Guayama,42641,41966,41088,39284,39465,40888.8
3224,PR,Guayanilla,19586,19115,18529,17715,17623,18513.6
3225,PR,Guaynabo,90894,89203,87085,83775,83728,86937.0
3226,PR,Gurabo,47192,47189,47011,46066,47093,46910.2
3227,PR,Hatillo,41057,40634,40019,38821,39218,39949.8
3228,PR,Hormigueros,16492,16268,15976,15460,15518,15942.8
3229,PR,Humacao,54795,53808,52632,50646,50653,52506.8
3230,PR,Isabela,43362,42718,41772,40259,40423,41706.8
3231,PR,Jayuya,15291,15000,14585,13929,13891,14539.2
3232,PR,Juana Díaz,48009,47271,46267,44535,44679,46152.2
3233,PR,Juncos,39710,39426,38902,37708,38155,38780.2
3234,PR,Lajas,23899,23422,22854,21991,22010,22835.2
3235,PR,Lares,27391,26592,25740,24481,24276,25696.0
3236,PR,Las Marías,8885,8669,8395,7974,7927,8370.0
3237,PR,Las Piedras,38319,38059,37591,36519,37007,37499.0
3238,PR,Loíza,27228,26602,25837,24671,24553,25778.2
3239,PR,Luquillo,18964,18641,18259,17593,17665,18224.4
3240,PR,Manatí,40698,39904,38933,37359,37287,38836.2
3241,PR,Maricao,5873,5766,5630,5424,5430,5624.6
3242,PR,Maunabo,11314,11084,10798,10361,10321,10775.6
3243,PR,Mayagüez,79671,77643,75371,71944,71530,75231.8
3244,PR,Moca,37730,37072,36265,34848,34891,36161.2
3245,PR,Morovis,31858,31520,31044,30051,30335,30961.6
3246,PR,Naguabo,26624,26456,26137,25399,25761,26075.4
3247,PR,Naranjito,29136,28719,28175,27180,27349,28111.8
3248,PR,Orocovis,21931,21534,21022,20204,20220,20982.2
3249,PR,Patillas,17784,17411,16961,16276,16211,16928.6
3250,PR,Peñuelas,21728,21120,20419,19399,19249,20383.0
3251,PR,Ponce,149039,144494,139888,133052,131881,139670.8
3252,PR,Quebradillas,24579,24173,23653,22824,22918,23629.4
3253,PR,Rincón,14565,14360,14087,13613,13656,14056.2
3254,PR,Río Grande,51767,50803,49631,47839,48025,49613.0
3255,PR,Sabana Grande,23605,23169,22602,21714,21712,22560.4
3256,PR,Salinas,29287,28804,28238,27087,27128,28108.8
3257,PR,San Germán,32946,32333,31465,30239,30227,31442.0
3258,PR,San Juan,355561,346440,336139,320761,318441,335468.4
3259,PR,San Lorenzo,38749,38119,37283,35904,35989,37208.8
3260,PR,San Sebastián,39024,38187,37201,35659,35528,37119.8
3261,PR,Santa Isabel,22510,22220,21794,21050,21209,21756.6
3262,PR,Toa Alta,74344,73890,73052,71008,72025,72863.8
3263,PR,Toa Baja,82027,80211,77961,74582,74271,77810.4
3264,PR,Trujillo Alto,69614,68196,66487,63721,63674,66338.4
3265,PR,Utuado,30241,29506,28738,27502,27395,28676.4
3266,PR,Vega Alta,38646,37991,37050,35782,36061,37106.0
3267,PR,Vega Baja,54805,53677,52318,50136,50023,52191.8
3268,PR,Vieques,8965,8833,8666,8362,8386,8642.4
3269,PR,Villalba,23662,23091,22452,21436,21372,22402.6
3270,PR,Yabucoa,35076,34363,33519,32254,32282,33498.8
3271,PR,Yauco,37585,36654,35474,33853,33575,35428.2
