State,County,AveragePop2015to2019,TotalVets,MaleVets,FemaleVets,WhiteVets,BlackVets,HispanicVets,OtherRaceVets,LessThanHSVets,HighSchOnlyVets,SomeCollegeVets,CollegeDegreeVets,EmployeedVets,UnemployeedVets
TN,Fentress,18212.8,1283,1241,41,1280,0,0,1,129,464,522,166,715,0
TN,Franklin,41725.4,3167,2942,224,2910,156,46,87,116,1248,1044,756,2360,73
TN,Gibson,49227.6,2966,2745,220,2302,581,32,59,287,1112,1148,418,2017,260
TN,Giles,29285.4,1941,1765,175,1682,152,29,99,99,680,769,391,1315,23
TN,Grainger,23101.2,1624,1508,116,1538,38,35,11,207,489,737,190,1132,280
TN,Greene,68833.8,5470,5045,423,5147,126,64,166,580,2050,2114,724,3633,657
TN,Grundy,13344,658,622,35,544,2,11,100,85,251,128,193,382,0
TN,Hamblen,64131.8,3946,3718,227,3757,121,31,66,575,1464,1349,555,2656,326
TN,Hamilton,360919.4,21821,20158,1662,17829,3195,376,480,1576,5399,7877,6968,16318,818
TN,Hancock,6586.8,387,319,67,379,8,0,0,12,159,130,85,140,0
TN,Hardeman,25443,1507,1411,96,1069,398,0,39,140,619,466,280,724,412
TN,Hardin,25715.4,1844,1709,135,1671,84,31,57,215,723,506,398,1029,132
TN,Hawkins,56610.8,4024,3669,354,3896,47,17,61,275,1340,1650,757,2248,173
TN,Haywood,17623.2,935,864,69,536,398,0,0,83,446,337,66,625,0
TN,Henderson,27976.8,1527,1497,29,1444,72,9,0,172,620,558,177,1102,63
TN,Henry,32284,2817,2587,229,2558,134,95,29,281,1245,853,436,1667,60
TN,Hickman,24812.6,1950,1710,239,1731,31,170,99,476,587,660,224,1251,24
TN,Houston,8163.6,739,659,79,677,26,30,5,126,358,102,152,642,10
TN,Humphreys,18435.2,1468,1339,128,1365,0,2,103,247,541,405,274,921,0
TN,Jackson,11682,794,732,60,780,7,5,5,67,319,280,125,422,29
TN,Jefferson,53679.2,4238,3908,329,4079,15,47,105,393,1580,1680,583,2832,327
TN,Johnson,17753.2,1534,1468,66,1456,16,25,45,103,798,445,186,700,73
TN,Knox,461104.4,29791,27240,2550,26561,2128,317,805,1226,7490,10879,10194,23718,994
TN,Lake,7401.4,420,395,24,321,98,0,0,21,156,170,70,124,0
TN,Lauderdale,25989.2,1322,1220,101,1043,257,0,19,123,574,528,93,877,35
TN,Lawrence,43389.8,2666,2412,252,2536,58,14,57,460,954,784,467,1756,217
TN,Lewis,12026.6,745,669,75,719,25,0,0,57,343,178,165,389,0
TN,Lincoln,33924,2312,2178,134,2232,40,14,23,206,741,922,441,1827,66
TN,Loudon,52339.8,4198,4008,188,4021,8,112,57,233,1208,1148,1608,3072,164
TN,McMinn,53052.6,3474,3275,197,2991,160,11,308,384,1185,1286,617,2595,108
TN,McNairy,25844.2,1465,1350,114,1396,16,19,34,290,523,463,187,741,0
TN,Macon,23842.4,1138,1096,41,1133,0,0,4,107,653,292,84,580,23
TN,Madison,97625,5645,5238,406,3725,1813,37,76,422,1725,2050,1447,3768,366
TN,Marion,28538.2,1860,1813,46,1767,31,12,48,210,785,655,208,1315,60
TN,Marshall,32965.2,1855,1749,105,1611,168,74,0,134,695,667,358,1512,0
TN,Maury,91975.6,5417,4969,448,4650,558,43,185,345,1874,2121,1075,4278,347
TN,Meigs,12103.6,759,698,60,720,10,0,28,84,245,373,55,507,7
TN,Monroe,46064.4,3468,3276,191,3147,111,183,178,298,1267,1256,645,2376,127
TN,Montgomery,200179.6,26162,20646,5515,17382,5453,2182,1662,756,5399,12050,7955,19271,1341
TN,Moore,6378,552,533,17,519,31,0,0,41,237,213,59,341,54
TN,Morgan,21545.4,1537,1405,132,1512,16,6,6,245,703,488,98,932,21
TN,Obion,30365.2,1768,1664,102,1496,254,22,1,176,783,540,267,1133,74
TN,Overton,22067.6,1141,1118,22,1111,0,16,12,139,404,378,218,841,78
TN,Perry,7962.4,448,386,61,442,5,0,0,37,140,218,50,123,53
TN,Pickett,5078.6,372,365,6,372,0,0,0,57,99,120,93,130,0
TN,Polk,16814.4,1134,1105,29,1127,5,0,1,173,385,421,153,901,36
TN,Putnam,77446.8,4238,3873,364,4069,66,36,79,420,1457,1128,1230,3129,281
TN,Rhea,32719.2,2130,2059,70,2040,85,0,3,316,618,740,454,1423,0
TN,Roane,53074.8,5297,4885,411,5005,140,76,108,432,1936,1848,1080,3749,164
TN,Robertson,70280,4203,3794,409,3738,322,90,86,346,1516,1386,953,3222,231
TN,Rutherford,315815,18113,16194,1918,14976,1982,591,680,797,4166,7350,5798,15027,547
TN,Scott,21968.6,1406,1385,20,1342,2,17,59,170,669,414,151,684,149
TN,Sequatchie,14815.8,1262,1143,119,1161,8,59,33,129,512,475,144,662,21
TN,Sevier,97067.8,6485,5885,598,6389,21,32,43,628,2219,2401,1235,4255,387
TN,Shelby,936374,50343,44235,6107,24075,24609,654,1192,2498,12921,19097,15825,38915,2791
TN,Smith,19740.4,1089,1073,14,1018,12,0,57,67,491,320,208,886,0
TN,Stewart,13426.6,1521,1387,133,1405,52,48,32,84,703,536,197,979,76
TN,Sullivan,157050.4,12303,11370,932,11749,278,188,144,999,3977,4356,2969,8113,1239
TN,Sumner,183437.4,11978,11058,919,10664,861,168,344,924,4059,3629,3364,9631,195
TN,Tipton,61447.2,5628,4795,832,4515,829,179,205,299,1781,2288,1258,4826,221
TN,Trousdale,10230.8,743,665,77,653,70,17,17,57,257,335,92,577,80
TN,Unicoi,17811.4,1637,1537,99,1592,6,0,39,242,597,575,221,1016,42
TN,Union,19487.6,1397,1295,101,1374,0,0,20,251,550,429,165,741,71
TN,Van Buren,5759.6,389,379,9,371,0,0,17,72,170,91,54,185,0
TN,Warren,40702,2378,2217,160,2289,37,28,22,304,1163,568,343,1749,160
TN,Washington,127804.6,10879,9878,1000,10036,564,144,181,730,3080,4075,2991,7075,513
TN,Wayne,16692.6,1260,1142,117,1138,84,38,0,49,600,482,127,573,56
TN,Weakley,33509.6,2137,2049,86,1979,108,20,31,235,860,653,388,1446,127
TN,White,26800,1919,1773,146,1840,20,20,58,230,675,715,297,1129,0
TN,Williamson,225389.2,9928,9052,875,9032,370,125,399,264,1307,2810,5545,8378,641
TN,Wilson,136666.4,8999,8154,845,7962,508,366,260,551,2107,3748,2591,7414,312
TX,Anderson,57809.8,4049,3771,277,3169,569,232,103,224,1206,1838,779,2414,33
TX,Andrews,18036.4,674,599,74,544,0,129,34,34,189,268,180,546,0
TX,Angelina,87321.6,5728,5377,350,4568,542,472,232,582,1772,2371,1001,4084,609
TX,Aransas,24462,2414,2203,210,2073,26,314,144,91,782,913,625,1342,128
TX,Archer,8716,601,561,39,590,0,11,1,34,192,222,151,493,0
TX,Armstrong,1875.4,169,151,17,159,2,6,6,12,30,66,60,110,0
TX,Atascosa,49528.2,3194,2953,240,1704,9,1340,259,427,954,977,834,2518,74
TX,Austin,29763.8,1319,1238,80,1085,128,69,59,86,348,512,371,913,26
TX,Bailey,7100,249,249,0,194,0,54,31,31,103,112,0,236,0
TX,Bandera,22215.2,2661,2469,192,2164,0,440,100,207,671,1025,758,1448,91
TX,Bastrop,84521.8,7026,6362,664,5595,302,980,503,437,1768,3122,1697,4658,97
TX,Baylor,3576.8,222,212,10,201,13,6,0,15,90,64,51,146,0
TX,Bee,32610.6,2276,2151,123,1333,133,747,93,131,570,1217,355,1171,222
TX,Bell,348573.6,49937,39057,10879,23096,16904,8423,4460,1219,8755,25749,14211,36713,3485
TX,Bexar,1952842.8,145733,122827,22905,67861,20487,52278,13001,6210,25638,60144,53739,111374,6869
TX,Blanco,11478,1145,955,189,937,0,145,62,71,218,559,295,576,188
TX,Borden,656.6,34,30,3,34,0,0,0,3,21,5,1,0,-33
TX,Bosque,18296.4,1198,1100,98,1151,0,41,21,66,422,442,266,958,42
TX,Bowie,93373,7091,6742,347,5225,1528,185,264,373,2345,3026,1345,5009,624
TX,Brazoria,360677.2,17565,16263,1300,12221,2132,2709,867,882,4751,7417,4513,13790,1035
TX,Brazos,222981.2,8371,7465,905,6660,541,920,379,259,1727,2858,3524,6278,344
TX,Brewster,9230.8,680,671,7,499,5,99,74,70,68,158,382,413,92
TX,Briscoe,1513.8,108,104,4,87,7,13,7,31,14,32,29,74,0
TX,Brooks,7140.8,200,200,0,30,0,170,20,6,62,92,40,167,0
TX,Brown,37854.8,2891,2673,217,2611,56,165,64,268,729,1137,755,1993,58
TX,Burleson,18058,1217,1108,108,1093,96,14,11,96,470,419,230,900,269
TX,Burnet,46530,4017,3795,222,3427,62,445,122,249,1246,1412,1108,3193,25
TX,Caldwell,42143.8,2163,1979,182,1661,88,355,133,97,702,873,489,1722,31
TX,Calhoun,21668.2,1264,1105,158,901,79,263,67,94,454,483,232,923,63
TX,Callahan,13855.8,1158,1101,56,1082,0,11,70,127,380,416,233,803,20
TX,Cameron,421665.8,12717,11866,850,4873,194,7465,658,1226,3418,4695,3376,8745,733
TX,Camp,12878.4,810,738,71,759,41,0,8,22,258,360,167,467,0
TX,Carson,6009.4,387,373,13,337,0,25,29,30,184,82,89,310,0
TX,Cass,30059.2,2698,2518,179,2341,285,23,63,368,995,919,414,1812,179
TX,Castro,7673.2,299,293,5,161,0,136,5,35,169,51,42,275,0
TX,Chambers,41304.8,2313,2095,218,1845,314,151,47,99,754,1102,356,1986,12
TX,Cherokee,52118,2874,2560,313,2495,270,83,25,274,755,1413,430,2009,3
TX,Childress,7252.6,326,326,0,271,6,47,0,36,62,180,44,196,0
TX,Clay,10402.6,851,818,32,821,0,16,17,89,330,264,166,545,61
TX,Cochran,2887,92,86,5,58,15,23,6,10,34,40,6,70,9
TX,Coke,3302.6,199,176,22,188,0,3,7,18,95,67,18,145,0
TX,Coleman,8333.8,667,650,16,597,1,31,37,27,171,332,136,369,113
TX,Collin,973977.2,41918,37862,4056,32363,4302,3117,2957,742,6354,14589,20231,36306,1587
TX,Collingsworth,2968.6,169,167,0,124,25,8,12,17,61,58,33,95,0
TX,Colorado,21224.2,1002,970,30,862,42,97,84,95,372,333,198,844,0
TX,Comal,141641.8,13697,11670,2026,10197,855,2276,572,225,2263,4934,6273,10255,497
TX,Comanche,13529.2,909,853,56,818,0,26,65,38,334,312,224,535,69
TX,Concho,3265.6,208,178,29,156,22,24,5,20,73,54,60,134,0
TX,Cooke,40041.2,2459,2295,162,2204,60,69,143,171,646,942,697,1736,125
TX,Coryell,75280,10289,7999,2289,6180,2041,1319,1064,322,2074,5798,2093,6866,770
TX,Cottle,1399.2,86,67,18,63,4,9,9,0,14,49,22,86,0
TX,Crane,4802.2,192,183,9,96,0,90,27,20,39,81,50,174,0
TX,Crockett,3563,165,97,67,107,2,54,54,24,31,64,46,61,0
TX,Crosby,5835.8,218,205,12,143,2,72,8,50,69,67,31,202,0
TX,Culberson,2213.8,94,94,0,19,0,63,15,8,62,23,0,79,0
TX,Dallam,7304,363,322,40,229,56,76,1,57,122,164,16,200,0
TX,Dallas,2606867.6,91155,82179,8976,49073,26945,11661,6538,5372,20178,34949,30654,72923,3705
TX,Dawson,12812.6,337,275,61,178,20,138,4,41,130,101,63,287,0
TX,Deaf Smith,18736.2,537,483,53,312,3,221,23,7,217,234,77,471,0
TX,Delta,5249,419,345,73,385,26,0,6,18,144,189,66,286,0
TX,Denton,833821.6,41197,37404,3793,32021,3858,3709,2415,1235,7226,16376,16358,35841,1401
TX,DeWitt,20340.2,1091,1016,74,858,55,177,74,84,377,487,141,766,79
TX,Dickens,2203.2,142,104,37,99,0,42,1,24,33,57,25,74,0
TX,Dimmit,10438,408,408,0,122,0,285,22,91,176,52,87,284,46
TX,Donley,3342.2,255,239,16,226,10,13,4,17,85,125,26,225,0
TX,Duval,11268.2,447,427,20,110,0,336,0,67,183,87,108,349,0
TX,Eastland,18273,1228,1175,51,1124,31,67,47,58,398,621,150,927,112
TX,Ector,160579,5650,5205,444,3427,369,1845,420,341,2078,2323,906,4860,160
TX,Edwards,1917.4,159,141,17,90,0,67,1,12,26,84,36,140,0
TX,Ellis,173772.2,10718,9678,1038,8216,1347,965,306,496,2401,4660,3159,8559,320
TX,El Paso,836062.2,47484,41758,5725,15021,6082,25149,4677,2646,9705,21483,13648,35670,2453
TX,Erath,41841.4,2500,2343,157,2054,0,348,115,321,545,917,715,1826,120
TX,Falls,17272,1188,1099,89,881,232,49,43,152,375,463,195,510,0
TX,Fannin,34536.8,2862,2675,187,2338,271,122,142,274,1021,1052,513,1764,155
TX,Fayette,25141.2,1643,1575,66,1520,44,69,32,97,568,589,387,1276,0
TX,Fisher,3855.8,287,269,17,205,0,69,14,34,85,135,31,211,0
TX,Floyd,5803,293,280,12,230,9,51,0,39,74,105,72,183,17
TX,Foard,1194.6,75,75,0,72,0,3,0,18,29,27,0,60,0
TX,Fort Bend,765394.4,25993,23729,2262,13943,7040,3380,2509,992,4758,9577,10664,21694,780
TX,Franklin,10716.2,827,794,32,728,38,43,29,71,156,275,324,720,5
TX,Freestone,19714,1145,1092,53,887,237,23,3,156,521,347,120,621,30
TX,Frio,19871.4,693,646,46,297,17,376,53,49,129,436,76,310,0
TX,Gaines,20705.6,489,483,5,321,11,146,11,4,132,232,119,471,0
TX,Galveston,332884.8,21542,19578,1964,15913,2592,2785,682,1275,5344,8720,6201,17680,1192
TX,Garza,6313,126,115,10,107,0,18,0,13,29,21,60,90,0
TX,Gillespie,26459,1912,1791,120,1871,8,3,30,117,472,690,632,1718,186
TX,Glasscock,1381.6,24,24,0,24,0,0,0,3,16,3,1,0,-23
TX,Goliad,7564.6,515,454,60,329,46,131,27,39,163,252,59,367,25
TX,Gonzales,20731.4,1045,969,76,661,126,264,69,127,555,212,151,830,0
TX,Gray,22409.8,1156,1087,69,932,55,121,63,53,247,633,221,702,70
TX,Grayson,131014,10021,9155,866,8738,623,379,368,457,2626,4887,2049,7780,237
TX,Gregg,123443,7449,6865,583,5818,1095,351,227,455,2087,3171,1733,5117,300
TX,Grimes,27983.8,1901,1773,127,1407,331,130,66,154,463,926,357,996,0
TX,Guadalupe,158966.4,17758,14667,3090,11185,2730,3429,1479,494,3249,6375,7638,14423,400
TX,Hale,33826.4,1202,1019,182,575,120,465,198,145,335,459,261,819,21
TX,Hall,3047.6,144,126,18,137,2,2,2,4,47,80,11,33,28
TX,Hamilton,8332.4,633,596,37,623,0,2,10,126,168,200,136,417,46
TX,Hansford,5520,211,199,12,207,0,3,0,31,62,87,31,105,0
TX,Hardeman,3944.6,196,191,4,139,56,0,0,46,66,58,24,87,0
TX,Hardin,56765.2,3857,3560,296,3274,221,279,158,473,1557,1264,561,2646,109
TX,Harris,4646629.6,159618,143454,16163,88349,37479,27395,12654,8900,34388,63288,53041,128881,9203
TX,Harrison,66580.2,4282,3920,361,3293,846,116,63,389,1340,1698,853,3188,103
TX,Hartley,5669,249,249,0,149,70,12,17,11,91,94,50,58,0
TX,Haskell,5725.6,273,260,12,236,6,19,10,39,77,128,28,191,87
TX,Hays,213366.2,11990,10990,998,8485,688,2537,623,322,2199,4580,4887,9741,663
TX,Hemphill,3994.2,188,188,0,151,4,32,17,0,80,47,60,162,0
TX,Henderson,81069.6,6685,6169,515,6028,257,268,150,600,2011,2825,1247,4508,195
TX,Hidalgo,855176.2,18220,17413,807,6824,143,10958,1209,1495,4955,6934,4835,14084,741
TX,Hill,35689.4,2662,2523,137,2417,52,142,72,190,955,1040,475,1982,192
TX,Hockley,23064.4,935,882,51,725,19,180,69,72,304,363,195,743,35
TX,Hood,58317.8,4927,4546,380,4582,37,255,139,212,1209,1812,1692,3608,232
TX,Hopkins,36486,2359,2196,162,1920,193,124,150,145,820,856,536,1894,175
TX,Houston,22953.8,1734,1658,75,1445,228,20,37,213,676,567,274,780,12
TX,Howard,36348.6,2502,2236,265,1889,120,401,155,261,906,1019,315,1768,27
TX,Hudspeth,4414.6,156,150,4,100,7,42,22,6,78,42,28,116,68
TX,Hunt,94162.2,6517,5959,557,5511,398,349,436,325,1863,2796,1531,4805,94
TX,Hutchinson,21344.2,1128,1101,26,968,59,71,89,43,518,472,93,994,132
TX,Irion,1533.8,97,89,7,93,0,0,3,17,23,25,31,57,0
TX,Jack,8852,407,394,11,398,0,8,7,35,171,122,77,306,0
TX,Jackson,14816.2,690,643,47,537,51,91,8,66,258,226,138,535,23
TX,Jasper,35506,2001,1901,99,1613,257,88,81,178,889,549,384,1267,124
TX,Jeff Davis,2241.4,215,169,45,210,3,0,0,0,61,69,83,21,0
TX,Jefferson,254340,14668,13668,999,7977,5276,1154,545,1005,4899,6165,2597,9709,542
TX,Jim Hogg,5231.4,123,123,0,0,0,123,0,19,57,19,24,123,0
TX,Jim Wells,40972.4,1589,1550,38,516,34,1010,63,217,641,557,172,1021,69
TX,Johnson,167211.6,7969,7206,761,6853,365,585,296,410,2390,3098,2069,6594,334
TX,Jones,19942.6,1238,1144,94,916,150,135,105,124,343,607,162,466,44
TX,Karnes,15544.8,792,731,60,525,7,233,110,55,248,225,263,380,160
TX,Kaufman,123804,6907,6139,767,5135,994,605,308,473,1827,2782,1823,5706,236
TX,Kendall,43768.8,3121,2783,337,2856,16,153,129,67,511,788,1753,2262,171
TX,Kenedy,429,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
TX,Kent,748.4,42,42,0,42,0,0,0,0,21,14,4,42,0
TX,Kerr,51842.6,5063,4734,327,4409,37,460,218,177,1136,2147,1602,3280,389
TX,Kimble,4372.8,422,411,10,406,0,15,4,26,157,131,105,227,0
TX,King,282.2,5,5,0,5,0,0,0,3,0,2,0,5,0
TX,Kinney,3659,689,689,0,378,0,310,0,0,374,269,44,427,0
TX,Kleberg,30974.2,1851,1820,30,638,71,1105,90,139,642,682,385,1366,75
TX,Knox,3704.8,218,187,30,159,2,53,17,17,47,113,39,187,4
TX,Lamar,49611.4,3077,2998,78,2787,220,42,40,307,872,1194,702,2100,215
TX,Lamb,13123,491,458,32,383,11,88,21,66,136,194,93,334,12
TX,Lampasas,20861.8,3554,2820,733,2761,453,268,174,53,683,1857,960,2618,141
TX,La Salle,7555.2,401,401,0,224,23,153,36,75,87,213,24,77,0
TX,Lavaca,20021.2,1198,1144,54,1083,18,90,58,177,480,366,172,816,27
TX,Lee,17057.6,1095,1048,47,886,53,134,19,83,444,416,151,890,0
TX,Leon,17225.4,1313,1285,27,1200,50,23,37,265,494,347,205,700,33
TX,Liberty,83701.8,5459,5031,428,4193,514,573,291,419,2021,2272,744,4381,195
TX,Limestone,23417,1517,1456,61,1187,232,62,35,182,485,589,261,975,110
TX,Lipscomb,3398.4,168,152,16,148,11,4,7,11,30,72,53,143,7
TX,Live Oak,12139.4,924,906,17,792,3,127,36,142,390,304,86,635,60
TX,Llano,21047,2522,2372,148,2331,0,89,122,240,407,1101,774,1039,464
TX,Loving,137.2,4,4,0,4,0,0,0,0,0,4,0,-1,-3
TX,Lubbock,304808,14404,13130,1273,9871,1223,2821,1091,1022,3773,5534,4073,11716,851
TX,Lynn,5830.4,287,255,31,187,0,99,12,12,116,113,44,180,56
TX,McCulloch,8057.2,553,551,0,446,0,93,25,65,104,265,117,479,0
TX,McLennan,251089.4,14555,13211,1343,10461,2268,1525,603,918,3982,6380,3272,10827,851
TX,McMullen,774.6,29,29,0,29,0,0,0,0,1,14,11,4,0
TX,Madison,14197.2,889,819,69,685,131,46,23,58,298,346,185,521,0
TX,Marion,10017.4,785,719,65,679,85,20,20,47,286,339,111,490,127
TX,Martin,5649,169,164,5,159,2,3,6,25,47,64,31,161,0
TX,Mason,4186,302,302,0,300,0,1,0,1,66,71,162,297,39
TX,Matagorda,36773.6,2402,2104,297,1651,194,495,268,171,730,1050,449,1766,77
TX,Maverick,58174,718,679,39,81,2,631,89,57,269,292,99,660,32
TX,Medina,50057,4238,3791,446,2630,242,1224,336,220,1009,1793,1213,2917,76
TX,Menard,2118.6,217,217,0,184,0,0,32,15,108,45,48,150,0
TX,Midland,168166.6,7402,6751,650,4840,832,1710,539,358,1502,3386,2153,6237,292
TX,Milam,24769.8,1569,1379,189,1309,95,131,49,150,530,504,384,1225,7
TX,Mills,4889.2,437,381,55,383,0,54,22,35,163,164,73,340,0
TX,Mitchell,8523,364,364,0,313,9,28,19,16,109,150,88,114,0
TX,Montague,19488.6,1433,1261,171,1350,3,61,46,138,387,659,247,1250,0
TX,Montgomery,571949,31634,28629,3004,26081,1642,2993,1415,1488,7248,12339,10557,26431,1549
TX,Moore,21398.6,648,616,32,539,12,92,59,25,239,300,83,582,0
TX,Morris,12373,1151,988,162,922,218,10,5,58,597,326,169,872,69
TX,Motley,1194.8,115,101,13,109,0,0,5,10,32,32,39,115,18
TX,Nacogdoches,65338.6,3422,3113,308,2837,367,159,66,237,932,1270,982,2350,251
TX,Navarro,48994.8,2777,2508,268,2295,239,105,150,297,818,1021,639,1898,82
TX,Newton,13914.4,1014,971,43,881,108,0,23,85,392,447,88,900,33
TX,Nolan,14904.4,818,767,50,640,10,155,18,99,346,239,132,653,72
TX,Nueces,361540.2,26152,23733,2418,12042,1342,12103,1425,1918,6951,11650,5631,20668,1355
TX,Ochiltree,10130.6,453,422,29,369,0,59,38,21,132,245,53,387,55
TX,Oldham,2094.4,70,64,5,66,0,0,3,1,28,25,14,70,0
TX,Orange,84069,5225,4930,294,4470,446,171,194,368,2232,1923,700,3880,195
TX,Palo Pinto,28539.6,2120,1985,134,1874,58,89,99,304,555,860,398,1451,0
TX,Panola,23326.6,1471,1315,155,1037,422,11,0,61,464,734,210,834,411
TX,Parker,133811.2,9801,8892,908,8837,82,555,355,586,2086,4393,2735,8048,453
TX,Parmer,9718,255,239,16,200,0,54,6,0,58,112,83,217,0
TX,Pecos,15815.4,802,774,27,321,59,365,135,160,293,248,99,420,89
TX,Polk,48913.4,4239,3915,324,3779,239,146,86,273,1438,1657,869,2559,429
TX,Potter,119674,6012,5370,641,4691,496,636,332,456,1925,2471,1158,3889,159
TX,Presidio,6974.6,71,71,0,0,0,71,0,0,7,33,30,71,0
TX,Rains,11766.2,1148,1122,25,1043,54,30,20,103,464,414,165,840,22
TX,Randall,134025.8,9465,8861,603,7957,347,1011,336,382,2100,3854,3127,8286,179
TX,Reagan,3766,115,112,2,60,0,54,27,0,69,21,24,115,0
TX,Real,3408.4,305,301,2,273,0,31,0,66,53,161,23,136,0
TX,Red River,12170.8,539,468,70,432,91,0,13,17,195,242,84,372,0
TX,Reeves,15491.6,706,675,30,295,48,362,138,53,242,271,139,681,0
TX,Refugio,7145.2,493,473,18,227,63,186,59,33,201,197,60,349,120
TX,Roberts,902.6,45,45,0,28,0,16,0,16,13,5,9,10,0
TX,Robertson,16989.6,797,783,13,550,108,88,58,112,262,271,149,642,88
TX,Rockwall,97175.2,5776,5249,525,4665,394,478,386,133,1054,2534,2055,4989,158
TX,Runnels,10277.4,638,589,49,475,62,94,6,117,215,175,129,467,0
TX,Rusk,53755.4,3215,3066,149,2483,526,149,119,330,1089,1199,596,1941,101
TX,Sabine,10471.2,1195,1167,27,1057,75,0,62,117,293,513,271,697,251
TX,San Augustine,8286,753,686,65,548,144,32,27,63,242,198,248,558,66
TX,San Jacinto,28180,2045,1901,143,1890,67,47,39,155,899,772,218,1591,0
TX,San Patricio,67007.8,4280,3959,321,2616,93,1449,277,403,1145,1989,741,3274,137
TX,San Saba,5991,387,352,34,352,0,24,25,42,167,119,56,297,0
TX,Schleicher,2982.8,70,70,0,31,0,38,37,8,14,44,3,70,0
TX,Scurry,17096.4,794,769,23,636,4,109,67,103,271,299,118,546,0
TX,Shackelford,3296,230,200,29,226,1,1,1,26,34,125,43,187,0
TX,Shelby,25349,1143,1117,25,1005,124,9,12,65,478,421,175,783,131
TX,Sherman,3059.4,150,150,0,133,0,16,0,10,64,58,16,120,0
TX,Smith,227449.2,11784,10859,924,9439,1536,496,362,560,2312,4918,3992,8443,496
TX,Somervell,8860.4,476,476,0,459,0,16,0,42,121,144,166,400,40
TX,Starr,64078,626,617,9,0,13,611,43,48,245,229,102,457,0
TX,Stephens,9364,484,421,62,430,22,32,0,61,123,204,93,356,48
TX,Sterling,1310.8,38,31,6,28,0,9,0,0,19,19,0,38,0
TX,Stonewall,1375.4,101,101,0,97,3,0,0,16,37,45,3,101,0
TX,Sutton,3824.2,286,286,0,226,0,52,21,63,84,104,33,286,0
TX,Swisher,7432.2,295,293,2,212,17,63,1,9,74,160,50,232,12
TX,Tarrant,2049769.6,108329,95794,12534,74268,18054,11911,6817,4316,21736,44071,38204,89714,4761
TX,Taylor,136870.4,10564,9404,1159,8037,849,1391,874,581,2532,4578,2871,8423,225
TX,Terrell,817,74,58,15,22,0,51,51,0,20,53,0,34,0
TX,Terry,12527.8,381,380,1,220,73,80,8,56,119,199,4,195,0
TX,Throckmorton,1522.2,95,91,3,91,0,3,3,12,48,23,12,95,0
TX,Titus,32640.2,1735,1579,154,1381,156,186,78,126,499,742,365,1146,213
TX,Tom Green,117985.6,9305,8083,1221,6385,470,2141,645,678,2338,3682,2604,7218,391
TX,Travis,1226805.2,51361,45599,5761,32871,6329,9982,5029,2513,8782,17910,22155,42168,1859
TX,Trinity,14619.6,1536,1465,70,1396,91,30,16,154,583,553,243,920,163
TX,Tyler,21518.2,1736,1629,106,1562,100,20,56,260,467,697,310,1063,123
TX,Upshur,41017.8,2695,2493,201,2395,181,69,71,128,747,1296,523,1967,36
TX,Upton,3658.8,176,176,0,74,16,84,75,46,48,69,11,167,0
TX,Uvalde,26920.2,1548,1466,82,627,19,817,138,312,355,546,333,1301,82
TX,Val Verde,48968.6,2925,2523,401,1356,217,1329,58,231,546,1307,838,2594,69
TX,Van Zandt,55103.2,3725,3523,202,3433,87,131,83,386,1010,1719,608,2609,328
TX,Victoria,92109,5629,5238,390,3738,244,1546,213,358,1654,2448,1166,4683,140
TX,Walker,72320.8,4939,4674,265,3710,956,233,47,229,1676,1917,1115,2499,96
TX,Waller,51832.4,1828,1621,206,1282,221,271,55,64,399,784,578,1545,7
TX,Ward,11658.4,517,511,4,313,59,143,8,25,140,238,114,431,17
TX,Washington,35163,2139,1975,163,1575,319,141,130,234,641,610,653,1708,376
TX,Webb,273525.8,4910,4543,367,902,60,3957,174,458,1000,2129,1321,4125,204
TX,Wharton,41576.8,1836,1676,159,1259,276,299,12,334,474,675,352,1257,233
TX,Wheeler,5338,256,246,10,220,10,11,15,39,79,83,55,190,40
TX,Wichita,131596.4,11085,9650,1434,8539,922,1315,668,374,2527,4750,3432,8276,261
TX,Wilbarger,12832.8,690,662,26,478,77,128,37,75,247,271,95,392,0
TX,Willacy,21588,581,581,0,212,0,368,13,99,222,187,71,389,30
TX,Williamson,547604,34924,30855,4068,25428,2842,5317,2121,784,6055,13998,14085,29616,1691
TX,Wilson,49173.4,4588,3909,678,3101,131,1210,271,358,933,1758,1538,3456,180
TX,Winkler,7867,303,233,69,169,26,99,45,24,142,96,39,220,20
TX,Wise,66290.2,4823,4409,412,4319,88,259,213,409,1534,1880,998,3691,357
TX,Wood,44365.8,4153,3965,188,3844,141,131,99,307,1276,1579,989,2463,287
TX,Yoakum,8631.2,158,129,28,94,14,16,36,36,44,74,2,72,0
TX,Young,18035.8,1208,1127,80,1136,32,28,22,126,308,453,319,810,0
TX,Zapata,14304.2,408,311,96,30,0,345,60,33,192,148,32,357,0
TX,Zavala,12039.4,383,374,9,102,0,254,52,52,146,130,53,153,0
UT,Beaver,6517.4,327,311,16,324,0,3,3,28,59,153,86,171,0
UT,Box Elder,53946,2347,2274,72,2192,6,87,120,122,503,1058,662,1799,187
UT,Cache,124164.6,3341,3048,292,3217,14,42,101,107,713,1180,1339,2708,28
UT,Carbon,20308.4,1139,1064,75,1013,0,122,19,91,282,579,183,820,227
UT,Daggett,1024,22,22,0,22,0,0,0,0,14,3,3,22,0
