State,County,AveragePop2015to2019,TotalVets,MaleVets,FemaleVets,WhiteVets,BlackVets,HispanicVets,OtherRaceVets,LessThanHSVets,HighSchOnlyVets,SomeCollegeVets,CollegeDegreeVets,EmployeedVets,UnemployeedVets
KS,Stafford,4181,236,224,12,230,0,5,0,8,104,87,36,143,13
KS,Stanton,2052.2,42,42,0,42,0,0,0,2,7,32,0,42,0
KS,Stevens,5602.8,209,197,11,209,0,0,0,17,91,77,22,209,34
KS,Sumner,23114.4,1443,1350,93,1333,16,12,83,82,453,550,355,1077,49
KS,Thomas,7810,357,346,11,357,0,0,0,5,224,70,56,251,0
KS,Trego,2840.4,242,232,10,221,0,3,18,0,86,96,59,191,0
KS,Wabaunsee,6889.2,513,430,82,487,7,15,11,14,170,259,69,400,8
KS,Wallace,1505.8,120,105,15,114,2,3,3,3,33,59,23,99,0
KS,Washington,5493.4,347,340,5,339,5,0,0,41,201,75,27,250,0
KS,Wichita,2130,119,100,18,82,0,35,2,0,70,48,0,119,0
KS,Wilson,8688.2,505,469,35,464,0,22,19,57,231,148,68,326,22
KS,Woodson,3157,248,246,1,232,0,2,13,10,94,110,34,138,0
KS,Wyandotte,164860.8,7928,7396,532,4748,2146,576,680,678,2705,3105,1439,6100,362
KY,Adair,19221.8,1104,986,117,1045,0,57,0,143,490,343,126,582,23
KY,Allen,20944.2,1046,938,107,1041,4,0,0,136,314,325,269,670,0
KY,Anderson,22408.8,1180,1114,64,1116,8,22,33,74,373,520,210,808,11
KY,Ballard,8032,680,623,56,646,24,1,7,87,243,207,141,546,6
KY,Barren,43883.8,2059,1878,179,1965,33,7,60,146,973,548,390,1354,110
KY,Bath,12354.8,671,637,33,663,8,0,0,102,288,179,100,502,18
KY,Bell,26791.2,1054,1020,34,990,29,0,35,213,447,263,129,408,217
KY,Boone,130819.6,8685,8216,468,8161,241,101,181,350,2520,3740,2074,6987,143
KY,Bourbon,20058.4,1207,1094,112,1054,138,14,0,168,371,457,210,842,33
KY,Boyd,47682,3511,3290,221,3385,68,9,47,279,1218,1149,862,2109,126
KY,Boyle,29972.2,1512,1370,140,1388,77,9,36,72,528,496,415,1053,52
KY,Bracken,8304.8,337,307,28,337,0,0,0,43,150,127,15,217,33
KY,Breathitt,12977.2,432,398,33,432,0,0,0,65,203,99,63,220,131
KY,Breckinridge,20175.6,1551,1481,69,1399,83,8,58,203,537,643,167,986,137
KY,Bullitt,80170.6,5513,5218,293,5195,56,79,190,694,2089,2033,695,4147,213
KY,Butler,12764,857,785,70,852,3,0,0,92,345,279,139,463,0
KY,Caldwell,12702.2,678,666,10,612,57,0,7,30,383,191,72,533,0
KY,Calloway,38837.2,1988,1857,130,1842,64,26,57,185,602,805,394,1272,49
KY,Campbell,92861.4,5196,4817,378,4969,100,46,79,372,1739,1694,1389,3855,294
KY,Carlisle,4784.4,286,272,13,272,0,9,4,9,129,97,50,239,2
KY,Carroll,10670.6,699,649,50,641,32,0,24,94,289,257,58,430,0
KY,Carter,27158.8,1077,1017,60,1033,0,0,42,145,478,303,150,571,210
KY,Casey,15885.4,759,736,22,736,0,0,22,160,291,162,144,566,104
KY,Christian,71413.6,5858,5238,619,3876,1428,453,201,202,1368,3135,1151,4056,335
KY,Clark,35970.6,2187,1993,193,2061,64,46,27,242,725,684,533,1527,64
KY,Clay,20368,807,694,112,660,59,50,87,134,243,309,119,454,0
KY,Clinton,10193,631,631,0,590,0,13,27,126,300,159,43,412,0
KY,Crittenden,9000,612,596,16,554,0,0,57,80,191,249,90,336,0
KY,Cumberland,6697,422,398,24,406,15,0,0,43,157,133,86,238,0
KY,Daviess,100474.4,6144,5669,475,5713,327,18,91,447,2182,2396,1117,4744,165
KY,Edmonson,12138.4,736,676,59,691,7,0,36,203,199,220,112,395,122
KY,Elliott,7509.6,339,335,4,321,17,0,0,32,138,145,21,133,0
KY,Estill,14224.4,656,633,23,656,0,0,0,134,329,124,68,407,3
KY,Fayette,320601,15468,14275,1192,12485,2171,440,522,767,3449,5824,5426,11983,941
KY,Fleming,14512.8,849,797,51,775,44,17,19,153,383,167,143,607,0
KY,Floyd,36456,1388,1314,74,1378,5,0,3,131,659,517,80,907,79
KY,Franklin,50529.2,3285,3021,263,3018,212,55,23,216,1232,932,903,2507,79
KY,Fulton,6129.8,497,418,78,401,81,2,12,40,185,184,85,230,0
KY,Gallatin,8737.4,482,472,8,454,28,0,0,38,307,89,47,370,55
KY,Garrard,17444.6,1121,1031,88,1087,18,0,14,123,535,237,224,825,31
KY,Grant,24950.6,1700,1542,157,1654,46,0,0,272,692,572,162,1426,0
KY,Graves,37248,1858,1709,149,1700,30,90,80,95,676,784,299,1255,164
KY,Grayson,26247.4,1731,1599,131,1703,0,7,19,248,786,511,184,1237,23
KY,Green,10979,637,614,22,598,30,0,7,78,297,205,55,503,0
KY,Greenup,35554.8,2325,2176,149,2261,13,23,30,197,911,892,323,1539,74
KY,Hancock,8720.4,547,539,6,520,4,0,22,78,211,178,78,427,30
KY,Hardin,108526.8,14165,11527,2638,10032,2685,880,838,457,3390,6485,3831,10823,481
KY,Harlan,26699.4,1421,1307,114,1317,60,0,42,247,604,437,131,642,262
KY,Harrison,18722.2,954,868,85,939,9,0,5,73,405,282,190,716,122
KY,Hart,18728.8,1222,1102,118,1162,43,0,17,146,435,510,127,756,59
KY,Henderson,45829,2792,2614,176,2512,217,24,38,208,1053,1191,337,2141,128
KY,Henry,15911.2,1142,1083,58,1027,81,11,20,119,448,397,176,822,0
KY,Hickman,4509.6,417,414,2,374,27,0,14,24,210,60,120,329,39
KY,Hopkins,45331.2,2769,2457,311,2433,310,14,16,212,1290,833,432,2111,61
KY,Jackson,13368.6,436,394,42,412,0,23,0,45,240,73,78,187,0
KY,Jefferson,767419.2,45715,41854,3860,33697,10220,899,1141,3287,12663,17017,12746,34875,2614
KY,Jessamine,53031.8,3097,2702,394,2909,126,16,50,194,1068,1013,821,2344,216
KY,Johnson,22634.2,1134,1076,57,1093,40,0,0,184,381,395,173,378,17
KY,Kenton,165667.6,10069,9367,700,9433,457,77,107,710,3205,3500,2652,8237,358
KY,Knott,15259.6,482,463,19,477,0,0,4,50,184,188,59,296,19
KY,Knox,31365,1386,1288,98,1343,0,37,6,234,524,424,201,815,256
KY,Larue,14204.2,1115,846,268,941,125,24,36,82,447,363,221,835,97
KY,Laurel,60357.4,3225,3085,138,3132,19,33,40,465,1261,1072,425,2348,23
KY,Lawrence,15671.2,535,500,35,503,0,18,12,63,227,156,87,439,12
KY,Lee,6881.4,262,255,6,262,0,0,0,19,129,94,16,208,0
KY,Leslie,10282.6,418,407,10,415,0,2,2,40,175,184,18,282,30
KY,Letcher,22295.4,696,678,17,692,0,0,4,82,424,112,76,335,119
KY,Lewis,13417,752,625,126,746,0,0,5,129,322,274,25,592,49
KY,Lincoln,24476,1392,1348,43,1360,32,0,0,183,616,449,142,707,90
KY,Livingston,9234.8,538,482,55,524,0,0,13,55,161,203,117,226,0
KY,Logan,26902.4,1369,1238,130,1305,39,24,0,122,556,400,289,872,0
KY,Lyon,8270.8,877,864,11,869,1,0,5,46,427,259,143,258,0
KY,McCracken,65268.2,4208,3866,340,3759,354,39,54,379,1493,1619,715,2581,146
KY,McCreary,17464.8,1049,1014,33,937,96,0,13,174,466,346,62,372,0
KY,McLean,9282.6,535,514,19,512,4,0,17,52,193,208,80,396,7
KY,Madison,90801.6,5492,4993,497,4979,278,32,201,357,1298,2424,1412,4002,122
KY,Magoffin,12491,304,287,16,304,0,0,0,74,117,98,13,104,0
KY,Marion,19244.4,1061,988,72,950,102,6,7,110,481,328,139,721,75
KY,Marshall,31191.8,2262,2123,138,2200,11,24,25,236,739,941,345,1574,0
KY,Martin,11648.4,353,351,1,325,1,19,27,45,103,144,59,115,23
KY,Mason,17111.8,886,796,89,726,114,0,44,53,296,403,131,610,0
KY,Meade,28182.4,3498,3098,399,2997,226,208,111,268,893,1567,768,2620,105
KY,Menifee,6442.6,288,278,9,288,0,0,0,40,167,36,43,157,0
KY,Mercer,21591.8,1378,1252,125,1322,54,0,0,178,422,566,210,1006,31
KY,Metcalfe,10035.8,672,611,60,611,40,0,18,165,243,162,100,387,0
KY,Monroe,10627.2,633,610,22,622,9,0,1,88,250,222,71,399,0
KY,Montgomery,27884.2,1725,1518,206,1607,103,0,14,215,743,611,154,1137,134
KY,Morgan,13287.6,696,686,8,631,15,0,48,126,291,165,112,169,89
KY,Muhlenberg,30950.6,1755,1716,37,1667,81,0,5,306,892,493,61,911,361
KY,Nelson,45649.6,3236,2990,245,2807,309,48,70,161,1305,1181,587,2394,99
KY,Nicholas,7153.2,364,340,23,332,31,23,0,100,170,73,19,279,0
KY,Ohio,24070.6,1532,1488,43,1468,59,4,4,215,587,509,219,1052,15
KY,Oldham,65966.8,4253,3922,330,3853,206,103,150,71,778,1654,1748,3239,86
KY,Owen,10796,653,614,38,622,19,3,8,63,236,290,62,508,39
KY,Owsley,4441.6,142,135,7,142,0,0,0,17,71,13,39,75,82
KY,Pendleton,14572.4,851,761,89,841,0,0,8,62,467,176,145,633,6
KY,Perry,26624.4,1362,1323,38,1309,0,9,43,204,647,357,153,788,35
KY,Pike,59497,2739,2588,151,2697,41,0,0,600,1217,621,298,1767,78
KY,Powell,12303.8,693,613,79,643,0,13,36,69,340,168,114,467,91
KY,Pulaski,64350.4,4615,4209,405,4378,80,82,112,565,1737,1632,679,2814,220
KY,Robertson,2123.4,84,80,4,84,0,0,0,6,43,21,12,62,0
KY,Rockcastle,16820,764,759,3,760,0,0,2,169,292,253,50,490,0
KY,Rowan,24507,1174,1101,73,1108,18,0,48,202,264,429,278,927,40
KY,Russell,17778,953,904,47,941,2,0,8,145,365,299,142,611,58
KY,Scott,54666.8,3507,3118,388,3191,228,47,54,130,1442,1223,710,2592,117
KY,Shelby,47325.4,2473,2191,281,2180,228,11,51,55,689,1022,705,2025,46
KY,Simpson,18182.8,1091,1075,16,969,99,70,21,76,452,404,158,866,13
KY,Spencer,18679.8,1115,1067,47,1089,0,25,0,122,380,421,190,904,62
KY,Taylor,25570.8,1358,1303,53,1266,33,19,37,159,520,359,318,1034,0
KY,Todd,12316.2,681,616,64,608,60,8,11,99,282,231,67,419,0
KY,Trigg,14449.4,1563,1469,92,1410,123,25,3,88,486,740,247,1077,212
KY,Trimble,8557.8,647,624,21,641,0,0,6,101,299,112,133,503,55
KY,Union,14637.6,934,859,74,857,75,19,0,74,464,346,48,732,116
KY,Warren,128652.2,6907,6421,486,6172,417,104,224,346,1763,2593,2204,5328,412
KY,Washington,12022.8,531,515,15,435,63,27,5,54,246,124,106,417,41
KY,Wayne,20545.6,1237,1097,139,1162,54,0,19,238,565,315,115,816,0
KY,Webster,13068.2,685,659,25,665,15,0,4,70,326,219,67,473,14
KY,Whitley,36131.2,1905,1847,58,1843,18,12,31,313,814,526,250,1274,472
KY,Wolfe,7206.8,341,327,13,341,0,0,0,106,112,96,24,87,0
KY,Woodford,26317.6,1667,1562,105,1583,70,14,0,75,604,500,486,1242,0
LA,Acadia,62456.6,2690,2421,269,2207,419,46,43,287,1473,680,247,1635,186
LA,Allen,25617.6,1272,1200,70,1020,204,39,25,214,583,405,69,659,57
LA,Ascension,123114.2,5018,4808,209,4164,621,107,135,376,1793,1705,1143,4496,132
LA,Assumption,22478.4,1157,1114,43,757,399,0,0,197,482,367,108,805,0
LA,Avoyelles,40668.8,2218,2047,169,1517,575,64,73,210,1035,706,264,1396,160
LA,Beauregard,37043.4,3150,2781,368,2376,534,115,147,104,1098,1549,398,2469,178
LA,Bienville,13563.6,777,686,90,488,258,0,28,79,365,189,142,513,26
LA,Bossier,126498.8,11245,9667,1577,8672,1977,365,369,494,2917,4764,3069,8859,407
LA,Caddo,245830.8,16031,14568,1463,8763,6665,311,499,1045,4809,6433,3742,11157,1131
LA,Calcasieu,201619.4,12019,11167,852,9207,2443,200,250,840,4138,4956,2084,9065,577
LA,Caldwell,9992,481,429,51,411,69,0,0,50,289,118,22,334,26
LA,Cameron,6930.2,509,456,52,475,21,0,13,31,291,137,48,410,0
LA,Catahoula,9765.6,369,344,25,286,82,0,0,66,134,123,42,338,0
LA,Claiborne,15985,759,677,81,511,234,13,13,49,280,282,146,408,27
LA,Concordia,19777.8,878,823,54,492,385,0,0,96,215,354,212,366,13
LA,De Soto,27289.4,1456,1305,150,1037,347,58,19,123,626,507,198,1132,124
LA,East Baton Rouge,443763.4,20502,18235,2266,11693,7729,362,814,695,5302,7506,6996,15469,1250
LA,East Carroll,7095.6,194,166,27,61,126,0,7,1,95,69,26,51,0
LA,East Feliciana,19370.8,785,753,31,526,232,0,26,66,327,254,135,313,175
LA,Evangeline,33589,1154,1063,90,942,172,46,12,47,533,369,203,826,6
LA,Franklin,20238.2,843,818,24,716,126,0,0,74,377,215,174,521,100
LA,Grant,22340.4,1559,1412,147,1261,234,48,48,166,759,465,167,721,294
LA,Iberia,71887,2748,2377,370,1833,852,52,33,285,1272,845,344,1882,356
LA,Iberville,32822,1221,1154,65,769,356,25,75,124,638,325,131,805,0
LA,Jackson,15879.2,1032,911,120,778,233,12,19,131,405,327,168,612,17
LA,Jefferson,434850,20586,18803,1782,14275,4551,1167,880,1360,6316,7711,5197,15567,1027
LA,Jefferson Davis,31440.8,1633,1494,137,1303,291,36,11,169,700,509,253,1309,13
LA,Lafayette,241973.2,11770,10286,1483,8813,2318,242,395,649,3173,4700,3246,8731,366
LA,Lafourche,98107.6,3847,3474,371,3314,388,85,82,484,1705,1035,621,2762,146
LA,La Salle,14936.2,730,678,51,591,84,11,42,63,396,145,124,419,18
LA,Lincoln,47246.4,2213,1952,260,1452,693,6,61,118,625,726,742,1626,65
LA,Livingston,138927.6,7350,6937,412,6876,266,161,67,568,2566,2872,1342,6257,223
LA,Madison,11305.8,505,464,39,298,206,0,0,46,119,189,148,392,41
LA,Morehouse,25609.6,1096,1043,52,747,343,6,0,120,498,387,89,748,31
LA,Natchitoches,38768.8,1708,1557,151,1016,544,95,92,91,635,563,418,968,133
LA,Orleans,390845.2,16075,14363,1711,5734,9563,436,477,1151,3618,5505,5799,11943,1131
LA,Ouachita,155493.6,8532,7608,923,5846,2392,114,179,800,2561,3003,2166,5758,265
LA,Plaquemines,23338,1380,1234,145,1030,183,157,120,104,424,480,370,1135,27
LA,Pointe Coupee,22016.2,998,947,51,625,304,64,2,148,353,303,192,616,0
LA,Rapides,130970.4,9477,8536,941,6452,2604,249,223,566,3695,3206,2008,6702,262
LA,Red River,8565.4,419,378,40,233,171,10,4,60,129,131,97,251,46
LA,Richland,20350,829,753,76,647,147,18,15,112,239,355,121,523,37
LA,Sabine,23990.8,1519,1447,71,1212,141,48,145,126,614,540,238,975,44
LA,St. Bernard,46266.4,1644,1559,85,1354,174,93,44,150,554,752,187,1328,245
LA,St. Charles,52772.6,2753,2581,170,1840,745,118,76,157,789,1037,768,2275,71
LA,St. Helena,10297.4,446,343,102,289,138,0,18,122,79,194,49,368,198
LA,St. James,21308.2,809,728,79,461,320,27,0,65,315,303,123,546,35
LA,St. John the Baptist,43241.6,2104,1978,125,1081,931,90,48,196,791,832,282,1143,55
LA,St. Landry,83171.6,3005,2807,198,2102,847,28,32,235,1228,1055,486,1917,186
LA,St. Martin,53732.2,2206,1977,228,1563,525,40,81,249,735,1016,204,1531,199
LA,St. Mary,50968.4,2114,1952,161,1422,540,100,61,323,817,727,244,1582,24
LA,St. Tammany,255154.6,16817,14942,1874,13557,2256,697,520,1019,4538,5640,5618,12804,731
LA,Tangipahoa,132056.6,6831,6365,464,4915,1436,257,248,371,2494,2750,1214,5301,780
LA,Tensas,4561.2,155,126,28,96,56,2,0,29,50,21,53,100,0
LA,Terrebonne,112054,4964,4619,344,3521,840,87,528,685,2185,1406,686,3631,372
LA,Union,22352.8,1164,1029,134,957,143,42,57,71,516,336,238,728,0
LA,Vermilion,59865,3278,3058,219,2655,438,123,94,361,1253,1180,482,2087,325
LA,Vernon,49646.2,5701,4678,1022,3838,1258,285,467,197,1774,2503,1226,4290,266
LA,Washington,46435.2,3043,2750,293,2254,761,8,27,207,1440,904,490,2192,141
LA,Webster,39241.6,2254,2071,183,1490,685,11,78,186,1179,663,225,1337,96
LA,West Baton Rouge,26100.8,1199,1098,100,853,307,2,35,145,466,466,119,1040,16
LA,West Carroll,11040.8,445,418,26,347,65,25,31,71,162,150,60,314,11
LA,West Feliciana,15428.2,1024,956,68,741,228,47,8,44,325,319,336,562,0
LA,Winn,14313.2,645,645,0,540,77,14,13,98,233,216,96,417,47
ME,Androscoggin,107602,8516,7926,590,8177,61,54,256,724,3169,3163,1458,6706,77
ME,Aroostook,67808.6,6108,5601,506,5917,30,52,124,425,2054,2635,992,4416,147
ME,Cumberland,292307.2,16950,15905,1043,16389,135,189,293,598,5202,5169,5979,12981,331
ME,Franklin,29982.4,2759,2594,164,2651,12,19,90,181,1124,916,536,1813,95
ME,Hancock,54601.2,4565,4277,286,4439,17,18,97,193,1409,1538,1423,3569,354
ME,Kennebec,121753.2,9683,8912,770,9392,112,45,141,697,3060,3814,2110,6916,281
ME,Knox,39759,2937,2779,157,2805,35,21,93,137,934,998,866,2078,164
ME,Lincoln,34201.2,3272,3098,174,3258,0,4,10,159,1114,863,1135,2523,194
ME,Oxford,57549.8,4760,4358,401,4625,0,29,113,264,1952,1598,943,3225,122
ME,Penobscot,151774.4,11276,10337,937,10638,88,193,390,697,3819,3955,2802,8360,300
ME,Piscataquis,16836.4,1748,1645,103,1700,13,20,20,190,692,643,221,1036,74
ME,Sagadahoc,35451.6,3690,3401,288,3603,8,16,59,157,1000,1261,1271,3039,29
ME,Somerset,50519.8,4303,4006,297,4193,53,10,53,437,1882,1379,603,2504,102
ME,Waldo,39538.6,3318,3074,242,3257,23,5,35,285,1178,967,886,2480,96
ME,Washington,31490.6,2995,2797,198,2787,9,42,168,264,1151,919,658,1733,116
ME,York,204316,16896,15658,1237,16263,166,141,377,974,5696,5461,4763,13672,595
MD,Allegany,71444.8,5018,4558,459,4674,146,91,122,283,2324,1619,790,3173,469
MD,Anne Arundel,571275.4,51093,43152,7940,38177,8907,2305,2462,2069,10198,16166,22658,43254,1227
MD,Baltimore,828017.8,28002,24899,3102,8008,18333,824,1148,3339,9297,8735,6629,18742,2071
MD,Baltimore,828017.8,42429,38762,3666,28160,12238,845,1478,2955,12176,13415,13882,34498,1080
MD,Calvert,91510.8,8738,7609,1128,7205,790,314,447,263,1870,3228,3376,7612,220
MD,Caroline,33048.6,2242,2032,208,1903,312,47,18,250,988,566,436,1673,45
MD,Carroll,167698.6,10908,10006,901,10023,357,261,359,598,3025,3641,3643,9360,533
MD,Cecil,102552.4,7060,6411,649,6347,448,184,80,531,2707,2244,1576,5409,227
MD,Charles,159428,16132,13383,2748,7349,7416,683,951,660,3854,5959,5657,14318,479
MD,Dorchester,32137.8,2120,1838,281,1567,469,62,59,153,846,688,431,1634,68
MD,Frederick,251422.4,15872,13993,1878,12803,1576,888,906,545,3792,5294,6239,13770,292
MD,Garrett,29234.6,2028,1917,110,1974,10,8,36,94,1015,630,288,1467,55
MD,Harford,252221.8,19168,16840,2327,14007,3343,1077,1118,1055,4392,6431,7288,16241,323
MD,Howard,318855,17628,15176,2451,11916,3414,1078,1641,344,2270,4645,10367,15692,666
MD,Kent,19535.8,1405,1266,138,1262,129,0,12,143,488,254,518,1083,66
MD,Montgomery,1043529.6,40694,34821,5872,26642,7718,2985,4813,1085,4732,9449,25427,35262,1318
MD,Prince George's,908669.8,54745,45972,8772,11167,39052,2164,3466,2405,13558,19690,19090,46072,2071
MD,Queen Anne's,49632.4,3658,3394,264,3273,223,104,72,193,980,1062,1422,3254,22
MD,St. Mary's,112290.4,10376,9188,1187,8211,1153,574,694,358,2750,3672,3594,9260,85
MD,Somerset,25728.8,1490,1356,133,1052,376,35,61,149,527,618,194,712,0
MD,Talbot,37167.2,3203,3068,134,2796,194,12,198,113,880,948,1260,2882,0
MD,Washington,150108.8,10548,9783,764,9049,1059,185,305,725,4057,3262,2502,8309,489
MD,Wicomico,102538.6,6409,5724,684,4758,1487,85,98,577,2169,2275,1385,4632,224
MD,Worcester,51765.2,4390,4018,371,3710,521,64,114,253,1546,1504,1085,3077,106
MD,Baltimore,609032.4,28002,24899,3102,8008,18333,824,1148,3339,9297,8735,6629,18742,2071
MD,Baltimore,609032.4,42429,38762,3666,28160,12238,845,1478,2955,12176,13415,13882,34498,1080
MA,Barnstable,213495.6,17246,16177,1068,16378,200,171,530,604,4285,4923,7432,13312,482
MA,Berkshire,126424.6,8354,7962,390,7918,186,112,184,661,2710,2493,2489,6639,441
MA,Bristol,561036.6,28673,26865,1807,26193,1070,674,1040,2770,10005,8990,6905,21440,1508
MA,Dukes,17312.2,931,834,96,823,75,29,1,65,273,165,426,847,0
MA,Essex,783676.4,32697,30739,1956,30195,691,1136,1222,1894,9789,9708,11304,26727,1798
MA,Franklin,70576.8,5017,4630,386,4838,31,93,74,308,1818,1773,1116,3374,98
MA,Hampden,467871.2,24504,22746,1756,20846,1319,1925,785,1926,8580,8141,5855,18652,1166
MA,Hampshire,161031.8,8207,7694,512,7709,179,125,232,357,2930,2562,2356,6060,526
MA,Middlesex,1600841.6,57176,53235,3941,51648,1913,1726,2549,3218,15341,15037,23579,45934,1866
MA,Nantucket,11168.4,496,492,4,414,58,0,23,17,214,71,192,415,106
MA,Norfolk,700437,29136,27341,1794,25817,1407,828,1448,1350,8108,8398,11277,23107,1163
MA,Plymouth,515302.6,28494,26855,1637,26238,971,321,1047,1633,8900,9304,8656,22783,1366
MA,Suffolk,796605.4,19116,17673,1441,13275,3622,1402,1440,1623,5551,5481,6459,14724,1074
MA,Worcester,824772.4,43487,40729,2758,39978,1118,1600,1151,3308,14451,14802,10924,34596,1842
MI,Alcona,10352.8,1325,1236,88,1286,6,11,19,112,501,516,195,864,56
MI,Alger,9150.8,843,785,56,769,9,4,58,61,367,239,175,515,20
MI,Allegan,116142.6,4913,4566,347,4599,82,96,164,350,1899,1621,1041,3939,24
MI,Alpena,28520.4,2555,2367,188,2463,4,24,60,155,871,1107,420,1761,184
MI,Antrim,23206.2,2004,1865,139,1937,0,16,54,104,658,734,507,1310,37
MI,Arenac,15070,1195,1118,76,1153,5,19,16,88,529,456,120,663,122
MI,Baraga,8421,616,594,20,527,9,11,72,29,272,215,98,402,0
MI,Barry,60539.8,3931,3593,336,3798,15,76,57,238,1560,1489,642,3015,400
MI,Bay,104104.2,7621,6896,723,7219,108,208,153,560,3007,2951,1101,5626,372
MI,Benzie,17615,1623,1518,104,1574,3,15,40,61,459,637,464,1258,65
MI,Berrien,154133.2,9464,8859,603,8380,773,152,184,749,3010,3369,2334,7139,441
MI,Branch,43512.6,2712,2549,163,2587,99,0,25,193,1071,1102,343,1870,101
MI,Calhoun,134211.8,9414,8824,588,8017,909,178,370,523,3725,3438,1726,6583,678
MI,Cass,51523.4,3558,3402,155,3273,152,69,103,325,1206,1612,413,2631,30
MI,Charlevoix,26188.4,1926,1779,147,1829,3,28,75,74,681,652,517,1437,53
MI,Cheboygan,25417.6,2317,2173,143,2208,0,13,95,271,872,794,378,1435,272
MI,Chippewa,37629,3127,2927,199,2556,111,32,425,193,1010,1292,630,1971,150
MI,Clare,30650.6,2592,2460,131,2528,1,17,47,302,996,957,337,1412,460
MI,Clinton,78389.2,4668,4217,450,4291,129,152,98,277,1475,1866,1049,3692,83
MI,Crawford,13892.2,1440,1377,62,1410,0,8,20,117,479,555,287,797,51
MI,Delta,36025.6,3109,2925,184,2922,0,38,149,173,1091,1371,472,2145,222
MI,Dickinson,25438.8,2298,2152,145,2213,19,31,43,105,773,991,428,1678,75
MI,Eaton,109455.6,6633,6139,494,6105,227,156,173,252,2020,3014,1345,5229,399
MI,Emmet,33104,2305,2208,96,2165,29,23,106,185,620,925,573,1878,399
MI,Genesee,407875.2,23413,22094,1317,19004,3379,537,610,1621,7757,10311,3722,16091,1673
MI,Gladwin,25279.4,2160,2055,104,2045,0,60,66,139,845,949,225,1495,231
MI,Gogebic,15061.4,1545,1475,69,1503,0,0,42,82,548,609,303,942,0
MI,Grand Traverse,92181.4,6293,5613,679,6108,20,83,104,339,1556,2288,2108,4603,188
MI,Gratiot,40915.6,2428,2271,155,2220,46,126,57,133,966,988,338,1541,55
MI,Hillsdale,45756.6,3131,2900,230,3058,12,33,25,211,1134,1268,516,2240,134
MI,Houghton,36070.4,2237,2089,146,2101,21,12,103,121,857,641,616,1631,191
MI,Huron,31349.4,2234,2105,127,2190,4,23,15,156,960,827,288,1547,108
MI,Ingham,290587.2,13242,12284,958,10984,1257,595,640,594,3189,5559,3898,9803,650
MI,Ionia,64300,3595,3368,226,3418,90,49,54,283,1412,1484,414,2436,100
MI,Iosco,25197,3099,2907,192,2999,28,15,61,255,1104,1314,425,2137,171
MI,Iron,11152.4,1094,1015,78,1074,4,0,15,80,490,327,195,640,67
MI,Isabella,70688.4,2998,2814,183,2772,73,46,126,209,1141,1111,535,2235,286
MI,Jackson,158636,10028,9386,641,9210,463,249,139,478,3064,4315,2170,7220,331
MI,Kalamazoo,262744.8,13098,12236,860,11420,998,342,445,578,3422,5079,4017,10219,347
MI,Kalkaska,17585.2,1454,1328,124,1420,3,0,31,160,563,588,140,912,49
MI,Kent,648121,29030,26900,2130,25741,2005,717,728,1647,7790,10885,8706,22057,1096
MI,Keweenaw,2110.6,264,249,15,259,0,3,0,4,94,92,73,187,17
MI,Lake,11852,1047,921,125,927,79,6,34,140,387,372,146,490,87
MI,Lapeer,88037.8,5368,4981,386,5174,16,70,130,355,1831,2361,819,3997,253
MI,Leelanau,21652,1572,1492,79,1485,9,34,54,73,320,575,602,1153,259
MI,Lenawee,98381.2,6422,6013,407,5893,97,319,179,471,2367,2608,975,4632,239
MI,Livingston,189754.4,10779,10113,665,10410,75,172,159,396,3115,4278,2988,9214,271
MI,Luce,6338.2,522,497,23,448,40,23,22,51,176,220,74,243,37
MI,Mackinac,10778.6,1029,938,89,822,21,7,176,124,311,400,193,697,171
MI,Macomb,870325,47881,44853,3027,41744,4179,955,1203,3022,14577,20052,10227,37438,2119
MI,Manistee,24457.4,2247,2052,193,2143,9,27,71,200,882,761,403,1440,110
MI,Marquette,66686.2,5634,5337,295,5376,103,12,141,250,1853,2077,1453,3767,194
MI,Mason,28954.4,2258,2095,162,2191,22,9,33,150,714,979,412,1687,119
MI,Mecosta,43251.4,2898,2763,134,2773,32,32,74,188,1033,1032,643,1967,260
MI,Menominee,23074.4,2161,1978,182,2077,1,43,45,135,924,802,298,1590,91
MI,Midland,83355.4,4870,4569,301,4667,37,83,120,270,1739,1695,1163,3723,339
MI,Missaukee,15027.8,1084,973,110,1039,9,11,23,96,374,502,110,742,0
MI,Monroe,149727,10012,9418,593,9546,180,188,148,766,3924,3900,1420,7603,194
MI,Montcalm,63413.4,3906,3613,293,3739,27,39,100,227,1437,1631,609,2688,57
MI,Montmorency,9265.2,997,960,36,978,0,4,16,105,470,296,124,363,82
MI,Muskegon,173296.8,11780,10958,822,10049,1001,363,398,761,4042,4820,2156,7790,430
MI,Newaygo,48366.4,3655,3403,252,3429,39,114,86,357,1433,1289,574,2663,218
MI,Oakland,1253184.6,54362,50819,3542,43905,8029,968,1683,2979,13090,20127,18165,43446,2246
MI,Oceana,26415.6,1694,1612,82,1588,15,51,52,117,542,675,358,1219,97
MI,Ogemaw,20897.6,1798,1702,96,1713,0,42,40,128,883,632,152,1018,175
MI,Ontonagon,5877.2,756,720,36,730,0,7,21,26,320,271,137,485,71
